ANO,Código da Unidade da Federação,Nome da Unidade da Federação,Código do Município,Município,Mortalidade infantil,Probabilidade de sobrevivência até 60 anos,Taxa de analfabetismo - 25 anos ou mais,Taxa de frequência líquida ao fundamental,Taxa de frequência líquida ao médio,Taxa de frequência líquida à pré-escola,Taxa de frequência líquida ao superior,% de 25 anos ou mais com médio completo,% de 25 anos ou mais com superior completo,Renda per capita máxima do 1º quinto mais pobre,Renda per capita mínima do décimo mais rico,% de extremamente pobres,Renda per capita,Renda per capita média do 1º quinto mais pobre,Renda per capita média do décimo mais rico,% de empregados com carteira - 18 anos ou mais,% de empregados sem carteira - 18 anos ou mais,% da população em domicílios com água encanada,% da população em domicílios com energia elétrica,% de mulheres de 10 a 14 anos que tiveram filhos,% de mulheres de 15 a 17 anos que tiveram filhos,% de pessoas em domicílios sem energia elétrica,População residente masculina,População residente feminina,População rural,População total,População urbana,População total em domicílios particulares permanentes,IDHM,IDHM Educação,IDHM Longevidade,IDHM Renda,Sigla da Unidade da Federação,Nome das Grandes Regiões,PIB per capita a preços correntes,% de empregados total - 18 anos ou mais
2010,26,Pernambuco,260540,FEIRA NOVA,17.7,87.39,37.55,95.84,35.31,57.9,7.35,12.78,2.77,93.0,530.0,15.18,296.5,46.6,1028.76,16.87,39.6,72.18,99.68,1.86,4.19,0.32,9972,10599,4258,20571,16313,20553,0.6,0.46,0.807,0.581,PE,Nordeste,4189.94,56.47
2010,26,Pernambuco,260545,FERNANDO DE NORONHA,13.4,90.16,5.65,98.24,52.27,81.43,11.06,39.89,10.24,372.0,2166.67,0.0,1034.14,275.15,3811.02,39.56,21.67,99.32,100.0,0.0,7.43,0.0,1292,1338,0,2630,2630,2127,0.788,0.748,0.839,0.781,PE,Nordeste,12792.64,61.230000000000004
2010,26,Pernambuco,260550,FERREIROS,20.6,85.56,35.9,95.86,37.37,84.75,8.01,17.34,3.71,102.0,510.5,13.0,311.83,53.64,1221.61,32.2,23.99,84.48,99.56,0.9,8.58,0.44,5642,5788,2268,11430,9162,11393,0.622,0.519,0.787,0.589,PE,Nordeste,5831.01,56.19
2010,26,Pernambuco,260560,FLORES,27.9,81.3,41.25,93.48,33.51,41.24,3.38,11.36,2.66,33.5,511.5,28.03,236.31,21.98,830.65,17.73,27.69,57.55,98.98,0.0,3.02,1.02,10938,11231,12805,22169,9364,22123,0.556,0.423,0.745,0.544,PE,Nordeste,4017.31,45.42
2010,26,Pernambuco,260570,FLORESTA,22.6,84.4,23.81,91.14,32.8,53.24,9.65,28.44,7.19,86.25,565.0,16.24,310.39,40.49,1198.17,18.18,36.83,66.8,97.74,0.66,16.12,2.26,14431,14854,9312,29285,19973,29257,0.626,0.538,0.775,0.588,PE,Nordeste,9773.55,55.01
2010,26,Pernambuco,260580,FREI MIGUELINHO,25.5,82.66,38.8,90.86,32.54,64.67,4.0,8.42,2.1,88.67,520.0,17.1,286.08,36.22,870.31,9.92,32.98,33.96,99.79,0.0,1.64,0.21,6998,7295,10904,14293,3389,14275,0.576,0.438,0.758,0.575,PE,Nordeste,4230.19,42.9
2010,26,Pernambuco,260590,GAMELEIRA,25.3,82.78,34.97,90.37,27.77,38.44,2.56,23.13,1.5,85.33,469.0,14.12,231.5,49.72,805.86,53.4,21.72,70.38,99.44,0.0,6.08,0.56,14102,13810,8408,27912,19504,27799,0.602,0.532,0.759,0.541,PE,Nordeste,4148.19,75.12
2010,26,Pernambuco,260600,GARANHUNS,19.5,86.26,21.83,93.7,37.87,53.34,11.57,31.07,9.47,111.43,1000.0,12.07,492.44,57.74,2268.84,30.67,25.47,90.06,99.66,0.65,5.69,0.34,60976,68432,14052,129408,115356,128786,0.664,0.556,0.795,0.662,PE,Nordeste,8811.07,56.14
2010,26,Pernambuco,260610,GLÓRIA DO GOITÁ,24.3,83.35,38.46,95.14,33.61,59.68,2.1,15.72,3.3,82.4,520.0,16.55,278.33,42.94,1241.49,14.58,26.76,58.05,99.56,0.0,8.04,0.44,14166,14853,13585,29019,15434,28971,0.604,0.506,0.765,0.57,PE,Nordeste,4011.0,41.34
2010,26,Pernambuco,260620,GOIANA,21.9,84.78,22.74,91.49,35.56,62.48,5.87,30.95,5.3,103.67,693.75,12.71,364.77,54.67,1543.87,42.32,23.46,85.85,99.77,0.3,7.31,0.23,36644,39000,17619,75644,58025,75453,0.651,0.576,0.779,0.614,PE,Nordeste,9706.3,65.78
2010,26,Pernambuco,260630,GRANITO,22.9,84.2,35.82,96.72,22.49,57.05,8.57,16.27,2.46,46.0,510.0,28.79,234.9,26.65,870.11,10.8,39.94,58.19,96.37,0.0,9.26,3.63,3451,3404,3677,6855,3178,6785,0.595,0.502,0.773,0.543,PE,Nordeste,5794.29,50.739999999999995
2010,26,Pernambuco,260640,GRAVATÁ,19.6,86.17,27.76,94.56,31.51,67.04,7.37,19.15,4.19,125.0,760.0,9.67,402.96,67.78,1702.81,24.74,35.39,87.3,99.58,0.27,5.85,0.42,36904,39554,8073,76458,68385,76074,0.634,0.51,0.794,0.63,PE,Nordeste,6171.47,60.129999999999995
2010,26,Pernambuco,260650,IATI,23.7,83.7,49.82,88.37,23.13,45.08,2.81,9.86,2.11,26.8,503.33,34.12,200.95,15.45,774.93,7.71,25.44,52.34,97.86,0.97,7.01,2.14,9180,9180,10642,18360,7718,18342,0.528,0.369,0.768,0.518,PE,Nordeste,4194.93,33.15
2010,26,Pernambuco,260660,IBIMIRIM,35.7,77.12,41.9,90.09,26.03,38.23,2.39,13.88,1.62,51.43,500.0,25.84,220.98,27.96,809.33,11.2,34.36,63.28,99.03,0.0,11.83,0.97,13350,13604,12059,26954,14895,26741,0.552,0.446,0.706,0.533,PE,Nordeste,5141.96,45.56
2010,26,Pernambuco,260670,IBIRAJUBA,26.5,82.13,44.44,93.41,34.29,47.68,2.56,12.42,1.54,67.6,510.0,20.91,238.23,36.47,750.14,5.0,26.71,48.69,98.96,0.83,2.88,1.04,3791,3743,4394,7534,3140,7492,0.58,0.476,0.753,0.545,PE,Nordeste,5396.38,31.71
2010,26,Pernambuco,260680,IGARASSU,21.7,84.9,17.71,92.28,37.7,62.65,6.33,31.72,3.57,134.86,701.0,8.44,384.1,77.29,1436.85,53.54,20.99,91.5,99.76,0.33,3.64,0.24,49316,52705,8090,102021,93931,101763,0.665,0.606,0.781,0.622,PE,Nordeste,11244.11,74.53
2010,26,Pernambuco,260690,IGUARACI,23.5,83.86,35.55,91.02,31.55,68.19,6.86,12.27,2.85,72.4,576.5,19.08,295.88,40.91,1203.76,8.22,44.16,62.99,98.59,0.0,6.89,1.41,5915,5864,5669,11779,6110,11753,0.598,0.48,0.77,0.58,PE,Nordeste,4129.34,52.379999999999995
2010,26,Pernambuco,260700,INAJÁ,34.5,77.73,42.09,80.06,17.15,49.75,2.39,14.54,3.29,27.83,425.0,41.19,182.73,15.2,830.36,6.29,23.76,52.01,98.05,0.79,10.62,1.95,9555,9526,11123,19081,7958,19023,0.523,0.4,0.711,0.503,PE,Nordeste,4753.3,30.05
2010,26,Pernambuco,260710,INGAZEIRA,24.1,83.47,34.39,91.03,34.5,81.02,4.14,18.68,3.53,66.67,544.0,20.9,286.41,34.86,1129.94,7.09,30.03,60.39,98.81,0.0,4.95,1.19,2290,2206,2040,4496,2456,4479,0.608,0.51,0.766,0.575,PE,Nordeste,4850.52,37.120000000000005
2010,26,Pernambuco,260720,IPOJUCA,22.8,84.27,26.4,93.34,20.18,57.31,2.72,22.52,3.0,120.42,666.67,8.71,362.68,67.94,1423.3,55.62,21.8,81.18,99.4,0.43,10.41,0.6,39890,40747,20918,80637,59719,80313,0.619,0.499,0.774,0.613,PE,Nordeste,112924.25,77.42
2010,26,Pernambuco,260730,IPUBI,34.3,77.84,38.97,89.78,30.64,37.31,3.05,13.88,2.42,56.0,510.0,26.09,231.47,27.81,855.48,11.61,35.5,45.3,96.32,0.0,9.95,3.68,13855,14265,10842,28120,17278,28031,0.55,0.433,0.712,0.541,PE,Nordeste,4950.43,47.11
2010,26,Pernambuco,260740,ITACURUBA,34.4,77.8,28.13,94.1,28.23,58.08,8.78,29.43,5.22,98.75,510.0,16.09,271.71,47.22,904.1,13.24,52.27,85.38,93.94,1.14,17.68,6.06,2135,2234,661,4369,3708,4366,0.595,0.523,0.712,0.567,PE,Nordeste,6321.07,65.51
2010,26,Pernambuco,260750,ITAÍBA,39.7,75.12,50.72,91.13,20.56,46.49,2.92,8.99,2.59,46.0,510.0,27.48,218.32,22.13,742.22,6.61,25.22,58.45,98.31,0.0,0.0,1.69,13042,13214,16568,26256,9688,26156,0.51,0.364,0.688,0.531,PE,Nordeste,6520.96,31.83
2010,26,Pernambuco,260760,ILHA DE ITAMARACÁ,17.4,87.57,18.08,93.52,30.89,74.04,4.43,25.33,4.0,87.33,736.5,15.06,394.85,49.19,1920.0,23.86,33.36,86.45,98.42,1.09,12.24,1.58,12564,9320,4891,21884,16993,18105,0.653,0.548,0.809,0.627,PE,Nordeste,5417.67,57.22
2010,26,Pernambuco,260765,ITAMBÉ,31.4,79.4,38.39,92.03,25.86,54.67,5.95,17.28,3.28,85.0,521.67,16.39,271.0,41.5,1025.47,35.89,28.59,92.11,99.48,0.0,11.11,0.52,17484,17914,5974,35398,29424,35337,0.575,0.463,0.727,0.566,PE,Nordeste,5694.57,64.48
2010,26,Pernambuco,260770,ITAPETIM,36.0,76.98,32.18,94.99,33.46,57.72,5.25,15.76,3.77,52.5,600.0,23.82,331.14,26.21,1332.55,12.48,32.39,66.24,99.6,0.45,11.22,0.4,6850,7031,5455,13881,8426,13851,0.592,0.494,0.704,0.598,PE,Nordeste,4275.34,44.870000000000005
2010,26,Pernambuco,260775,ITAPISSUMA,24.4,83.31,23.39,90.09,42.56,52.65,4.18,22.97,2.53,100.0,520.0,15.35,312.47,48.6,1426.04,35.21,24.49,89.87,100.0,0.0,10.54,0.0,12007,11762,5449,23769,18320,22824,0.633,0.564,0.764,0.589,PE,Nordeste,20208.33,59.7
2010,26,Pernambuco,260780,ITAQUITINGA,33.8,78.12,35.26,94.27,34.03,71.73,3.02,19.06,2.38,84.0,510.0,16.22,251.09,42.68,750.0,41.53,20.95,77.26,99.32,0.71,9.09,0.68,7882,7810,3628,15692,12064,15663,0.586,0.509,0.715,0.554,PE,Nordeste,6021.84,62.480000000000004
2010,26,Pernambuco,260790,JABOATÃO DOS GUARARAPES,15.95,89.67,11.08,92.37,38.27,62.75,11.21,38.87,7.77,153.14,1162.5,6.35,593.9,91.24,2838.47,53.85,20.27,92.31,99.94,0.61,6.25,0.06,304850,339770,14025,644620,630595,642986,0.717,0.642,0.83,0.692,PE,Nordeste,12966.6,74.12
2010,26,Pernambuco,260795,JAQUEIRA,26.7,81.98,44.12,92.18,25.13,53.66,4.38,14.9,3.03,63.33,510.0,24.15,256.76,25.15,1161.18,36.68,27.25,62.56,99.26,1.79,10.25,0.74,5705,5796,4419,11501,7082,11464,0.575,0.454,0.751,0.557,PE,Nordeste,4637.87,63.93
2010,26,Pernambuco,260800,JATAÚBA,34.3,77.88,43.98,94.66,16.17,64.83,3.3,10.61,1.93,67.0,510.5,20.78,244.26,33.09,876.86,7.97,37.1,31.09,98.08,0.54,5.53,1.92,7860,7959,6635,15819,9184,15813,0.53,0.381,0.712,0.549,PE,Nordeste,4581.16,45.07
2010,26,Pernambuco,260805,JATOBÁ,22.6,84.4,28.74,92.29,45.98,58.45,8.11,22.98,4.95,60.0,755.0,21.07,342.33,25.38,1461.6,30.65,19.07,77.92,99.67,0.0,4.21,0.33,6837,7126,7881,13963,6082,13915,0.645,0.573,0.775,0.604,PE,Nordeste,4556.24,49.72
2010,26,Pernambuco,260810,JOÃO ALFREDO,32.8,78.66,44.77,93.25,33.61,65.92,2.7,10.21,2.75,70.57,535.0,19.74,276.15,34.37,926.93,22.24,26.61,63.52,99.54,0.62,5.01,0.46,14870,15873,15723,30743,15020,30689,0.576,0.466,0.72,0.569,PE,Nordeste,4513.7,48.849999999999994
2010,26,Pernambuco,260820,JOAQUIM NABUCO,42.5,73.79,38.72,92.85,32.73,60.51,3.45,13.58,2.06,87.5,510.0,15.13,263.01,44.3,924.89,43.73,24.68,77.55,99.79,1.25,9.0,0.21,7900,7873,4269,15773,11504,15762,0.554,0.449,0.676,0.561,PE,Nordeste,6720.58,68.41
2010,26,Pernambuco,260825,JUCATI,41.2,74.4,41.69,94.41,27.7,50.14,4.1,11.23,1.81,58.86,510.0,24.71,232.08,32.71,773.06,3.31,30.69,47.07,98.93,1.3,8.05,1.07,5272,5332,7776,10604,2828,10582,0.55,0.451,0.681,0.541,PE,Nordeste,4888.73,34.0
2010,26,Pernambuco,260830,JUPI,37.4,76.29,41.56,93.44,33.1,62.66,7.31,13.56,3.94,60.0,533.33,23.09,260.42,31.42,892.14,6.43,28.11,44.73,99.64,0.0,5.39,0.36,6683,7022,5349,13705,8356,13641,0.575,0.487,0.698,0.56,PE,Nordeste,5266.88,34.54
2010,26,Pernambuco,260840,JUREMA,41.2,74.4,48.07,94.29,28.39,41.54,3.38,8.06,1.04,38.0,510.0,30.28,206.22,22.86,707.63,3.78,28.34,77.25,99.14,0.0,8.6,0.86,7133,7408,5788,14541,8753,14475,0.509,0.372,0.681,0.522,PE,Nordeste,4436.59,32.12
2010,26,Pernambuco,260845,LAGOA DO CARRO,20.5,85.66,29.52,94.0,29.2,60.37,4.02,17.56,2.01,99.0,516.67,15.32,271.36,44.37,845.29,31.75,26.07,65.59,99.21,0.0,8.25,0.79,7854,8153,4375,16007,11632,15975,0.609,0.505,0.789,0.566,PE,Nordeste,4443.8,57.82
2010,26,Pernambuco,260850,LAGOA DE ITAENGA,22.8,84.27,35.12,96.78,37.22,70.26,7.64,14.7,2.43,95.0,514.0,13.83,252.8,49.84,900.86,31.64,29.59,73.88,99.64,0.88,8.45,0.36,10070,10589,3541,20659,17118,20600,0.602,0.509,0.774,0.555,PE,Nordeste,10780.93,61.230000000000004
2010,26,Pernambuco,260860,LAGOA DO OURO,30.1,80.11,49.14,94.54,21.61,43.64,5.36,10.74,2.32,50.0,505.0,26.09,224.13,28.99,807.1,6.41,34.77,91.88,99.51,0.0,6.8,0.49,5970,6162,6103,12132,6029,12010,0.525,0.369,0.733,0.536,PE,Nordeste,4495.61,41.18000000000001
2010,26,Pernambuco,260870,LAGOA DOS GATOS,31.7,79.22,49.44,92.25,22.56,49.61,4.88,11.08,2.32,66.0,515.0,21.98,253.4,34.97,927.99,7.77,32.41,62.46,99.97,0.0,6.62,0.03,7825,7790,6974,15615,8641,15589,0.551,0.416,0.725,0.555,PE,Nordeste,4202.27,40.17999999999999
2010,26,Pernambuco,260875,LAGOA GRANDE,35.9,77.04,32.35,92.98,29.37,48.31,2.62,18.52,3.55,89.0,515.5,16.39,296.99,38.6,1232.84,29.82,28.86,76.41,98.29,0.44,9.75,1.71,11317,11443,12344,22760,10416,22647,0.597,0.52,0.705,0.581,PE,Nordeste,11080.16,58.68
2010,26,Pernambuco,260880,LAJEDO,25.4,82.71,32.61,93.56,34.65,63.15,7.83,16.42,4.15,95.83,680.0,13.16,333.52,53.78,1238.28,15.08,29.13,81.59,99.45,1.46,10.67,0.55,17418,19210,10233,36628,26395,36429,0.611,0.503,0.758,0.599,PE,Nordeste,5313.86,44.21
2010,26,Pernambuco,260890,LIMOEIRO,19.2,86.45,24.77,93.35,35.55,65.29,8.39,25.82,4.96,127.4,755.0,9.27,398.37,69.07,1622.27,29.51,28.17,72.74,99.59,0.93,6.61,0.41,26826,28613,10879,55439,44560,54108,0.663,0.583,0.797,0.628,PE,Nordeste,5842.05,57.68000000000001
2010,26,Pernambuco,260900,MACAPARANA,22.1,84.7,40.3,93.82,45.26,65.78,5.38,17.24,3.96,82.67,532.5,17.16,278.93,41.9,1061.28,25.34,34.86,91.93,99.33,0.0,5.32,0.67,11666,12259,9092,23925,14833,23881,0.609,0.508,0.778,0.571,PE,Nordeste,4969.21,60.2
2010,26,Pernambuco,260910,MACHADOS,24.0,83.53,36.85,79.07,32.48,35.29,5.48,14.91,1.55,67.0,501.0,19.98,231.75,18.91,733.85,19.83,42.49,79.83,99.57,0.0,7.77,0.43,6551,7045,5142,13596,8454,13587,0.578,0.466,0.767,0.541,PE,Nordeste,4978.37,62.32
2010,26,Pernambuco,260915,MANARI,41.1,74.45,53.53,89.48,13.0,34.79,0.79,6.28,1.47,26.0,355.0,41.05,155.49,16.59,567.1,3.75,10.33,30.95,97.95,0.53,4.2,2.05,9128,8955,14265,18083,3818,18079,0.487,0.354,0.682,0.477,PE,Nordeste,3791.09,14.08
2010,26,Pernambuco,260920,MARAIAL,37.5,76.24,45.88,90.76,20.19,44.65,4.8,12.87,2.04,65.5,460.0,22.18,232.31,31.97,998.48,29.86,39.9,73.85,98.21,0.79,6.68,1.79,6170,6060,3671,12230,8559,11908,0.534,0.403,0.698,0.541,PE,Nordeste,7472.93,69.75999999999999
2010,26,Pernambuco,260930,MIRANDIBA,23.7,83.75,30.64,91.04,34.25,50.88,7.56,19.19,3.08,28.0,470.0,34.58,193.86,16.06,823.43,10.12,21.45,67.01,96.88,0.0,7.04,3.12,7116,7192,7167,14308,7141,14238,0.591,0.525,0.769,0.512,PE,Nordeste,4472.8,31.57
2010,26,Pernambuco,260940,MORENO,18.1,87.17,21.07,91.71,36.96,63.48,4.89,24.78,3.75,105.0,600.0,12.07,356.7,55.73,1528.36,47.01,27.44,91.35,99.82,0.26,4.33,0.18,27664,29032,6499,56696,50197,56553,0.652,0.564,0.805,0.61,PE,Nordeste,5350.7,74.45
2010,26,Pernambuco,260950,NAZARÉ DA MATA,20.5,85.66,23.36,90.51,37.88,73.86,8.25,26.0,5.72,122.0,696.67,11.04,351.46,62.93,1324.76,52.18,25.02,86.3,99.54,1.51,8.15,0.46,14747,16049,3614,30796,27182,30631,0.662,0.604,0.789,0.608,PE,Nordeste,7549.32,77.2
2010,26,Pernambuco,260960,OLINDA,14.79,90.07,8.35,91.35,40.61,64.61,16.71,45.71,11.79,169.67,1371.5,4.99,640.13,101.28,2763.48,51.1,19.6,97.33,99.93,0.38,6.62,0.07,174724,203055,7447,377779,370332,376158,0.735,0.675,0.836,0.704,PE,Nordeste,8275.69,70.7
2010,26,Pernambuco,260970,OROBÓ,20.8,85.48,38.13,91.87,38.56,74.52,6.56,14.77,2.85,46.8,510.0,25.35,237.64,19.85,794.6,13.65,23.59,53.87,99.63,0.0,1.71,0.37,11067,11811,14645,22878,8233,22858,0.61,0.528,0.787,0.545,PE,Nordeste,4472.3,37.24
2010,26,Pernambuco,260980,OROCÓ,24.1,83.48,31.51,93.74,48.99,37.26,4.08,20.03,3.69,60.4,498.75,23.16,224.41,34.53,852.59,6.21,32.73,84.23,98.93,0.85,3.46,1.07,6571,6609,8563,13180,4617,13129,0.61,0.553,0.766,0.536,PE,Nordeste,8918.32,38.94
2010,26,Pernambuco,260990,OURICURI,22.9,84.2,36.51,89.2,23.94,38.89,3.83,15.59,3.59,46.67,513.33,25.72,291.75,18.56,1425.84,17.64,30.55,60.18,97.56,0.34,5.11,2.44,31699,32659,31762,64358,32596,64222,0.572,0.419,0.773,0.578,PE,Nordeste,4802.41,48.19
2010,26,Pernambuco,261000,PALMARES,28.1,81.2,27.34,92.31,32.96,52.04,7.05,27.24,5.51,101.0,606.67,13.14,311.09,50.24,1152.2,38.78,28.44,88.52,99.74,0.39,9.82,0.26,28803,30723,12640,59526,46886,58392,0.622,0.55,0.744,0.588,PE,Nordeste,7848.39,67.22
2010,26,Pernambuco,261010,PALMEIRINA,41.2,74.4,42.08,91.49,26.59,49.8,5.49,16.64,3.87,62.5,520.0,22.85,251.44,37.23,912.69,12.66,37.15,73.76,99.15,0.0,5.37,0.85,3986,4203,3011,8189,5178,8184,0.549,0.438,0.681,0.554,PE,Nordeste,5061.53,49.81
2010,26,Pernambuco,261020,PANELAS,22.1,84.65,49.2,96.54,29.5,50.36,8.74,11.16,2.56,36.0,531.33,29.62,238.61,20.45,1027.93,6.73,26.94,62.99,99.07,0.0,9.04,0.93,12588,13057,11681,25645,13964,25599,0.569,0.433,0.778,0.546,PE,Nordeste,4104.42,33.67
2010,26,Pernambuco,261030,PARANATAMA,36.3,76.83,46.67,94.5,21.8,41.13,5.74,11.42,1.46,27.83,510.0,34.36,213.74,14.18,710.7,6.36,11.66,42.28,99.74,0.9,3.1,0.26,5518,5483,8760,11001,2241,10927,0.537,0.418,0.703,0.528,PE,Nordeste,4683.05,18.02
2010,26,Pernambuco,261040,PARNAMIRIM,22.4,84.5,31.77,90.18,27.49,56.08,6.07,19.4,3.92,42.4,515.0,30.95,255.27,22.04,1211.76,14.82,32.32,57.59,94.91,0.43,9.58,5.09,10280,9944,11847,20224,8377,20124,0.599,0.499,0.776,0.556,PE,Nordeste,5116.95,47.14
2010,26,Pernambuco,261050,PASSIRA,24.6,83.18,40.94,92.12,38.22,58.7,6.07,13.09,2.01,71.56,523.33,19.53,259.04,30.93,981.86,15.17,30.81,63.84,99.85,0.0,4.08,0.15,13980,14648,14683,28628,13945,28495,0.592,0.487,0.763,0.559,PE,Nordeste,4473.43,45.98
2010,26,Pernambuco,261060,PAUDALHO,21.5,85.05,26.59,93.35,36.87,46.2,4.68,23.36,4.3,106.0,572.0,11.74,360.06,55.95,1699.68,51.26,25.46,81.26,99.58,0.0,7.43,0.42,25205,26152,15025,51357,36332,51106,0.639,0.545,0.782,0.612,PE,Nordeste,5151.75,76.72
2010,26,Pernambuco,261070,PAULISTA,15.0,89.42,7.34,91.41,46.49,64.38,13.42,46.24,7.69,168.8,1040.0,5.25,528.04,100.4,1978.23,53.23,18.85,97.84,99.97,0.24,5.04,0.03,141630,158836,0,300466,300466,299758,0.732,0.703,0.83,0.673,PE,Nordeste,7084.49,72.08
2010,26,Pernambuco,261080,PEDRA,28.2,81.16,40.62,90.65,26.04,48.24,4.47,17.59,4.22,60.0,530.0,23.23,244.48,28.34,1046.25,8.0,36.92,60.29,98.37,0.95,14.49,1.63,10473,10471,8946,20944,11998,20933,0.567,0.445,0.743,0.55,PE,Nordeste,6504.67,44.92
2010,26,Pernambuco,261090,PESQUEIRA,26.8,81.93,31.16,94.59,31.97,55.02,6.68,21.87,5.06,70.0,652.5,20.08,329.16,38.71,1430.89,19.74,29.13,71.46,99.06,0.0,11.59,0.94,30615,32316,17805,62931,45126,62295,0.61,0.506,0.751,0.597,PE,Nordeste,5507.33,48.87
2010,26,Pernambuco,261100,PETROLÂNDIA,26.0,82.37,23.54,93.61,34.36,68.79,4.44,25.53,5.95,83.0,660.0,16.39,344.04,44.75,1469.8,23.08,33.21,90.13,98.68,0.63,13.08,1.32,15947,16545,8871,32492,23621,32416,0.623,0.531,0.755,0.604,PE,Nordeste,21715.14,56.29
2010,26,Pernambuco,261110,PETROLINA,18.67,86.63,15.39,92.63,36.9,48.44,12.26,36.21,9.46,142.4,1030.67,6.99,605.06,84.64,3215.64,44.03,22.7,91.95,99.18,0.62,8.16,0.82,143252,150710,74747,293962,219215,291908,0.697,0.611,0.799,0.695,PE,Nordeste,10708.48,66.73
2010,26,Pernambuco,261120,POÇÃO,42.3,73.88,42.45,94.12,14.3,54.1,4.92,14.18,3.31,42.67,518.0,29.56,233.91,22.87,899.48,7.97,30.04,53.8,99.72,0.0,19.1,0.28,5375,5867,4254,11242,6988,11195,0.528,0.402,0.677,0.542,PE,Nordeste,4388.74,38.01
2010,26,Pernambuco,261130,POMBOS,20.2,85.84,36.18,90.52,32.25,60.39,2.27,13.97,3.02,100.0,600.0,12.99,302.97,51.66,1047.3,20.82,26.55,70.64,99.35,0.0,1.42,0.65,11882,12164,8035,24046,16011,23940,0.598,0.463,0.79,0.584,PE,Nordeste,5962.56,47.370000000000005
2010,26,Pernambuco,261140,PRIMAVERA,23.9,83.59,36.0,88.87,19.78,62.68,2.7,16.24,2.83,105.5,532.5,10.91,281.27,63.07,907.4,37.67,28.51,68.62,99.51,0.76,7.53,0.49,6882,6557,4860,13439,8579,13241,0.58,0.444,0.767,0.572,PE,Nordeste,5190.09,66.18
2010,26,Pernambuco,261150,QUIPAPÁ,28.2,81.13,47.87,92.03,32.47,46.01,5.33,10.55,2.43,66.67,493.33,21.35,215.92,31.33,738.4,24.59,28.42,78.48,99.07,0.79,7.68,0.93,11918,12268,12373,24186,11813,24064,0.552,0.427,0.743,0.53,PE,Nordeste,5400.39,53.010000000000005
2010,26,Pernambuco,261153,QUIXABA,26.5,82.11,38.62,94.31,42.1,60.78,6.82,10.55,2.55,33.5,510.0,27.64,216.87,23.91,683.81,20.34,22.29,50.78,99.72,0.0,3.3,0.28,3325,3414,4244,6739,2495,6739,0.577,0.482,0.752,0.53,PE,Nordeste,4201.32,42.629999999999995
2010,26,Pernambuco,261160,RECIFE,15.56,89.01,8.49,92.12,45.68,63.59,19.82,49.62,19.11,176.5,2525.0,4.77,1144.26,109.26,6503.22,51.19,17.74,97.45,99.92,0.6,6.28,0.08,709819,827885,0,1537704,1537704,1524313,0.772,0.698,0.825,0.798,PE,Nordeste,19540.2,68.92999999999999
2010,26,Pernambuco,261170,RIACHO DAS ALMAS,25.8,82.53,42.63,90.87,27.69,49.41,5.17,10.29,1.89,83.33,578.0,17.62,306.61,37.56,1145.0,9.52,35.43,49.94,99.37,0.99,5.8,0.63,9417,9745,10400,19162,8762,19152,0.57,0.418,0.757,0.586,PE,Nordeste,5275.75,44.95
2010,26,Pernambuco,261180,RIBEIRÃO,34.5,77.77,29.4,88.92,29.31,55.13,3.85,23.59,3.74,106.4,590.0,9.98,324.47,64.67,1278.44,44.03,24.85,88.59,99.62,0.0,7.87,0.38,21734,22705,10436,44439,34003,44315,0.602,0.516,0.711,0.595,PE,Nordeste,5758.21,68.88
2010,26,Pernambuco,261190,RIO FORMOSO,17.4,87.59,29.86,86.9,37.24,61.9,5.07,23.65,3.21,103.67,510.33,12.51,264.16,51.61,832.8,55.65,13.93,80.54,99.94,0.0,14.34,0.06,11127,11024,8778,22151,13373,22133,0.613,0.506,0.809,0.562,PE,Nordeste,8308.92,69.58
2010,26,Pernambuco,261200,SAIRÉ,21.2,85.25,41.87,94.23,33.02,58.23,4.8,10.0,1.05,110.0,536.0,10.97,297.91,57.75,988.42,15.95,38.48,74.78,99.33,0.0,8.04,0.67,5534,5706,4935,11240,6305,11177,0.585,0.44,0.784,0.581,PE,Nordeste,7584.34,54.42999999999999
2010,26,Pernambuco,261210,SALGADINHO,30.8,79.72,51.63,83.13,10.51,61.88,3.74,13.14,1.49,30.0,436.67,27.47,198.91,16.97,715.15,27.46,20.33,44.47,96.19,0.0,4.66,3.81,4679,4633,6250,9312,3062,9242,0.534,0.405,0.73,0.516,PE,Nordeste,5796.12,47.79
2010,26,Pernambuco,261220,SALGUEIRO,18.9,86.62,20.81,93.07,36.07,56.64,10.99,28.62,7.69,100.0,823.33,13.7,441.79,50.22,2129.22,35.09,25.46,87.62,99.12,1.16,8.27,0.88,27604,29025,10916,56629,45713,55966,0.669,0.58,0.799,0.645,PE,Nordeste,7865.07,60.550000000000004
2010,26,Pernambuco,261230,SALOÁ,28.1,81.2,42.94,97.07,24.92,41.48,4.67,11.67,1.63,35.71,520.0,29.48,259.1,21.46,1028.05,6.17,29.04,54.78,99.12,0.0,10.58,0.88,7383,7926,7641,15309,7668,15236,0.559,0.421,0.744,0.559,PE,Nordeste,4610.77,35.21
2010,26,Pernambuco,261240,SANHARÓ,25.5,82.66,32.77,90.26,41.34,51.35,4.85,16.43,3.66,76.33,516.67,18.03,267.58,43.76,1081.8,14.14,39.5,81.07,99.73,0.53,12.05,0.27,10760,11195,9455,21955,12500,21929,0.603,0.514,0.758,0.564,PE,Nordeste,4761.58,53.64
