Id,Situação atual de trabalho,Setor,Cargo Atual,Nivel,Faixa salarial,Tempo de experiência na área de dados,Satisfação na empresa atual,Motivo de insatisfação com a empresa atual,Falta de oportunidade de crescimento no emprego atual,Salário atual não corresponde ao mercado,Não tenho uma boa relação com meu líder/gestor,Gostaria de trabalhar em em outra área de atuação,Gostaria de receber mais benefícios,O clima de trabalho/ambiente não é bom,Falta de maturidade analítica na empresa,Remuneração/Salário,Benefícios,Propósito do trabalho e da empresa
huj18wy6pmxry5m1ampgryahuj18wcea,Empregado (CLT),Tecnologia/Fábrica de Software,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,0.0,"Salário atual não corresponde ao mercado, Gostaria de receber mais benefícios, Falta de maturidade analítica na empresa",0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
hvco99yktqmpdg939hvco99yf429x3mh,Empregado (CLT),Agronegócios,Analista de BI/BI Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,0.0,Infraestrutura de dados,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hwfxeu1d4ouyiaihwfxeuy844rve9emj,Servidor Público,Setor Público,Cientista de Dados/Data Scientist,Júnior,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,0.0,"Falta de oportunidade de crescimento no emprego atual, Falta de maturidade analítica na empresa",1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
hx3nzz46v96q0lce0qnhx3nzzccmxaxe,Empregado (CLT),Tecnologia/Fábrica de Software,Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),Pleno,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,0.0,"Salário atual não corresponde ao mercado, Não tenho uma boa relação com meu líder/gestor, Falta de oportunidade de crescimento no emprego atual",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
hxqysax960f7av1zobh3hxqysam113bs,Estagiário,Marketing,Analista de Dados/Data Analyst,Júnior,de R$ 1.001/mês a R$ 2.000/mês,de 1 a 2 anos,0.0,"Falta de maturidade analítica na empresa, Salário atual não corresponde ao mercado",0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
hymvr7uknhfa5ojvngahymvrquuoxs2i,Empregado (CLT),Finanças ou Bancos,Analista de Dados/Data Analyst,Sênior,de R$ 4.001/mês a R$ 6.000/mês,de 4 a 6 anos,0.0,Falta de maturidade analítica na empresa,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hymxn4psv67lzpoehymxn343t6wx3ygm,Empregado (CLT),Indústria,Analista de Inteligência de Mercado/Market Intelligence,Júnior,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,0.0,"Falta de maturidade analítica na empresa, Gostaria de receber mais benefícios, Gostaria de trabalhar em em outra área de atuação",0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
hz989etjhq1h6dj726hz989etpwmo2t1,Empregado (CLT),Tecnologia/Fábrica de Software,Analista de Suporte/Analista Técnico,Pleno,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,0.0,Falta de oportunidade de crescimento no emprego atual,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
i00vbv2fnkkq9jp4zf2z5yo5i00vbv2o,Empregado (CLT),Área de Consultoria,Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,0.0,"Falta de maturidade analítica na empresa, Gostaria de receber mais benefícios",0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
i0li16bm9f4hvbs3i0li151tazvq55fx,Empreendedor ou Empregado (CNPJ),Outra Opção,Outra Opção,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,0.0,"O clima de trabalho/ambiente não é bom, Gostaria de receber mais benefícios",0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
i0robihnnc1dvflpx7wsi0robihnl5q3,Empregado (CLT),Tecnologia/Fábrica de Software,Analista de Dados/Data Analyst,Júnior,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,0.0,"Falta de oportunidade de crescimento no emprego atual, Salário atual não corresponde ao mercado, Falta de maturidade analítica na empresa",1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
i0u41vjl4xgj8ew3i0ptq0let72flwr3,Empregado (CLT),Área da Saúde,Analista de Dados/Data Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 7 a 10 anos,0.0,Falta de maturidade analítica na empresa,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
i1kvbgdeuzspceyni1kbuum7tktvekdh,Empregado (CLT),Setor Alimentício,Analista de BI/BI Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,0.0,"Falta de maturidade analítica na empresa, Salário atual não corresponde ao mercado",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
i2poknw0votfkxci2pobhybiwp1ysh9f,Empregado (CLT),Tecnologia/Fábrica de Software,Analista de BI/BI Analyst,Júnior,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,0.0,"Falta de oportunidade de crescimento no emprego atual, Salário atual não corresponde ao mercado, Empresa com dificuldade de captar clientes",1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
i2xd4o26pb95hnpvei2xd4opy9iqyo7x,Empregado (CLT),Setor Imobiliário/ Construção Civil,Cientista de Dados/Data Scientist,Pleno,de R$ 3.001/mês a R$ 4.000/mês,de 3 a 4 anos,0.0,"Falta de oportunidade de crescimento no emprego atual, Salário atual não corresponde ao mercado, Falta de maturidade analítica na empresa",1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
i3v5ulkvxnbqqi3vhhlwsvtbtyj1fe2u,Empregado (CLT),Finanças ou Bancos,Analista de Dados/Data Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,0.0,Gostaria de trabalhar em em outra área de atuação,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
i3xk2kou6rsxiieiscri3xk0r70p1g71,Empregado (CLT),Finanças ou Bancos,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 16.001/mês a R$ 20.000/mês,de 5 a 6 anos,0.0,Falta de maturidade analítica na empresa,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
i4ajyqxlpzohmra9i4ajw8d2bclmgew4,Empregado (CLT),Indústria,Analista de Dados/Data Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 5 a 6 anos,0.0,"Falta de oportunidade de crescimento no emprego atual, Falta de maturidade analítica na empresa",1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
i4jhtypx0nhc7cj1lwp18igi4jhtisok,Empregado (CLT),Finanças ou Bancos,Cientista de Dados/Data Scientist,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,0.0,"Salário atual não corresponde ao mercado, Falta de maturidade analítica na empresa, Falta de oportunidade de crescimento no emprego atual",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
i4lkz9qoahfauzxi4lr3vc18drvl1hru,Empreendedor ou Empregado (CNPJ),Área da Saúde,Cientista de Dados/Data Scientist,Sênior,de R$ 30.001/mês a R$ 40.000/mês,de 4 a 6 anos,0.0,"Falta de oportunidade de crescimento no emprego atual, Gostaria de trabalhar em em outra área de atuação, O clima de trabalho/ambiente não é bom",1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
i5gj0h7ykeq84t85x4i5gj0jp8mwsmby,Empregado (CLT),Setor Alimentício,Outra Opção,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Não tenho experiência na área de dados,0.0,"Falta de oportunidade de crescimento no emprego atual, Gostaria de trabalhar em em outra área de atuação, Gostaria de receber mais benefícios",1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
i9lbqt9n42xwubbk3i9lbqt4s94ju7cc,Empregado (CLT),Educação,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,0.0,"Gostaria de receber mais benefícios, Falta de maturidade analítica na empresa, O clima de trabalho/ambiente não é bom",0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
icctfwyqhzevaphzpzicctfwgplnkqtb,Empregado (CLT),Tecnologia/Fábrica de Software,Analista de Dados/Data Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,0.0,"Falta de oportunidade de crescimento no emprego atual, Salário atual não corresponde ao mercado, Falta de maturidade analítica na empresa",1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
icsdh6u4rpurnbmkuftjxmdicsdh6ufs,Empregado (CLT),Setor Alimentício,Outra Opção,Pleno,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,0.0,Falta de oportunidade de crescimento no emprego atual,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iebditr4lqx6l736biebd9f2t6b0hcag,Servidor Público,Educação,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Sênior,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,0.0,"Falta de oportunidade de crescimento no emprego atual, Salário atual não corresponde ao mercado, Não tenho uma boa relação com meu líder/gestor",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ifgj2ddf968m3hgan2i6ifgj2dlnqk49,Empreendedor ou Empregado (CNPJ),Agronegócios,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,0.0,"O clima de trabalho/ambiente não é bom, Gostaria de trabalhar em em outra área de atuação",0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
igapvzehfsl1kbjv3sigapzaaxohjebr,Servidor Público,Tecnologia/Fábrica de Software,Analista de Suporte/Analista Técnico,Sênior,de R$ 3.001/mês a R$ 4.000/mês,de 3 a 4 anos,0.0,"Falta de oportunidade de crescimento no emprego atual, Salário atual não corresponde ao mercado, Falta de maturidade analítica na empresa",1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
ii4doci924t78oa94eii4dofsiypsjdc,Empregado (CLT),Varejo,Cientista de Dados/Data Scientist,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,0.0,Salário atual não corresponde ao mercado,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
iifu0aitit2fb7aiifuy8s7dq9cs9mgh,Empregado (CLT),Indústria,Analista de Inteligência de Mercado/Market Intelligence,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,0.0,"Falta de maturidade analítica na empresa, Falta de oportunidade de crescimento no emprego atual",1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
ijjdb5vbutx8c6ijheqa9i3n1xiwqe6h,Empregado (CLT),Agronegócios,Outra Opção,Pleno,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,0.0,"Falta de oportunidade de crescimento no emprego atual, Gostaria de trabalhar em em outra área de atuação, O clima de trabalho/ambiente não é bom",1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
ijqygc92kacbyue1opwjxijqso2bs5y4,Empregado (CLT),Área da Saúde,Analista de Dados/Data Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,0.0,"Salário atual não corresponde ao mercado, Gostaria de trabalhar em em outra área de atuação",0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ikjjrptd3jo2fog9axnjqvg5ikjjrptq,Empregado (CLT),Tecnologia/Fábrica de Software,Outra Opção,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,0.0,"Salário atual não corresponde ao mercado, Falta de oportunidade de crescimento no emprego atual, Gostaria de receber mais benefícios",1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
iko50glfsev7xzx2tt35gqiko50g3e68,Estagiário,Finanças ou Bancos,Analista de Negócios/Business Analyst,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,0.0,Falta de oportunidade de crescimento no emprego atual,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
ikwexi4r919uasy6kjibflnikwexistq,Empregado (CLT),Outra Opção,Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,0.0,Gostaria de receber mais benefícios,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
illfwsvfw1otvp2iqfillfwa2pxfzwbg,Empregado (CLT),Setor Alimentício,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 6 anos,0.0,"Falta de maturidade analítica na empresa, Empresa está passando por lay-off",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
imokdx94y5gv5xn9sgvzhimokmwr3h1g,Empregado (CLT),Varejo,Outra Opção,Pleno,de R$ 3.001/mês a R$ 4.000/mês,de 7 a 10 anos,0.0,"Não tenho uma boa relação com meu líder/gestor, Gostaria de trabalhar em em outra área de atuação, Falta de oportunidade de crescimento no emprego atual",1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
in3oayedu8b34fartin3oml22xdfywj0,Empregado (CLT),Tecnologia/Fábrica de Software,Cientista de Dados/Data Scientist,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,0.0,"Salário atual não corresponde ao mercado, Falta de oportunidade de crescimento no emprego atual, Gostaria de receber mais benefícios",1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
inxf8fcn5tkoblx8o7inxfize19wvj93,Empregado (CLT),Finanças ou Bancos,Analista de BI/BI Analyst,Pleno,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,0.0,"Falta de oportunidade de crescimento no emprego atual, Não tenho uma boa relação com meu líder/gestor, Falta de maturidade analítica na empresa",1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
iosdqdibo1vxsi1jfiosdqgqww41n0ly,Empregado (CLT),Setor de Energia,Analista de Dados/Data Analyst,Sênior,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,0.0,"Salário atual não corresponde ao mercado, O clima de trabalho/ambiente não é bom, Falta de maturidade analítica na empresa",0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
ipiof642f5od5idrjgipisqvmmpwrvs9,Empregado (CLT),Indústria,Outra Opção,Júnior,de R$ 2.001/mês a R$ 3.000/mês,Não tenho experiência na área de dados,0.0,Falta de oportunidade de crescimento no emprego atual,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iq5t8872yq863skhor66dviq5t89apq1,Empregado (CLT),Marketing,Analista de Dados/Data Analyst,Júnior,de R$ 1.001/mês a R$ 2.000/mês,de 3 a 4 anos,0.0,"Salário atual não corresponde ao mercado, Falta de oportunidade de crescimento no emprego atual, Falta de maturidade analítica na empresa",1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
isgr5n86m6rbnhgisgr5n4ocxqqspnt2,Empregado (CLT),Área de Consultoria,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,0.0,Falta de oportunidade de crescimento no emprego atual,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
it5pyz1i9xpk9jraait5pyzquxlyuw0d,Empregado (CLT),Educação,Analista de BI/BI Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 5 a 6 anos,0.0,Falta de maturidade analítica na empresa,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
itrbxsl99ii8tw023itr3lwyh9qxfzhz,Empregado (CLT),Outra Opção,Analista de BI/BI Analyst,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,0.0,Salário atual não corresponde ao mercado,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
izoyr5nmefizos66s94jsigldrizvr51,Empregado (CLT),Seguros ou Previdência,Analista de Dados/Data Analyst,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 5 a 6 anos,0.0,"Salário atual não corresponde ao mercado, Falta de oportunidade de crescimento no emprego atual, Falta de maturidade analítica na empresa",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
j4i41fsqofxrc7cob3worj4i41foqyb0,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,Tecnologia/Fábrica de Software,Cientista de Dados/Data Scientist,Pleno,de R$ 16.001/mês a R$ 20.000/mês,de 3 a 4 anos,0.0,"Gostaria de trabalhar em em outra área de atuação, Falta de maturidade analítica na empresa",0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
j5kvh32j8w4zap588ij5kk2c6uuowypf,Empreendedor ou Empregado (CNPJ),Tecnologia/Fábrica de Software,Analista de Negócios/Business Analyst,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,0.0,Gostaria de trabalhar em em outra área de atuação,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
j5pv4o1m7g1dqmiobqm4j5pvkpdnql9b,Empregado (CLT),Área da Saúde,Analista de Suporte/Analista Técnico,Sênior,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,0.0,"Falta de oportunidade de crescimento no emprego atual, Salário atual não corresponde ao mercado",1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
j7ujcci8nfko5zgvej7ujczq24apt5ne,Empregado (CLT),Tecnologia/Fábrica de Software,Analista de Negócios/Business Analyst,Pleno,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,0.0,"Gostaria de trabalhar em em outra área de atuação, Salário atual não corresponde ao mercado",0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
j8a9yromy081yfb4u2uj8a9ihejxrzd5,Empregado (CLT),Varejo,Analista de Dados/Data Analyst,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,0.0,"O clima de trabalho/ambiente não é bom, Falta de maturidade analítica na empresa",0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
j95043g82ieygzhgej95023bungtbvbh,Empregado (CLT),Setor Alimentício,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,0.0,Falta de oportunidade de crescimento no emprego atual,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
jdyeft8n5595ift7jdyefcccqg2ul62s,Empreendedor ou Empregado (CNPJ),Área de Consultoria,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Júnior,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,0.0,"Salário atual não corresponde ao mercado, Gostaria de receber mais benefícios, Falta de oportunidade de crescimento no emprego atual",1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
jepr38bgwapi9z0u5jepr38zakew0hae,Empregado (CLT),Telecomunicação,Analista de Dados/Data Analyst,Júnior,Menos de R$ 1.000/mês,Menos de 1 ano,0.0,"Falta de oportunidade de crescimento no emprego atual, Salário atual não corresponde ao mercado, Falta de maturidade analítica na empresa",1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
jfmqayaff1zxm2zqhejfmqayoumd2z7b,Empreendedor ou Empregado (CNPJ),Indústria,Cientista de Dados/Data Scientist,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,0.0,Falta de maturidade analítica na empresa,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
jfnvcz5tnpp0ijfnr32r9dmg5123zqm4,Empregado (CLT),Outra Opção,Outra Opção,Pleno,de R$ 2.001/mês a R$ 3.000/mês,Menos de 1 ano,0.0,"Falta de oportunidade de crescimento no emprego atual, Salário atual não corresponde ao mercado",1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
jhxqro4ekdqt1kavjhxqrp6rbrbrue4q,Empregado (CLT),Indústria,Analista de BI/BI Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,0.0,Gostaria de trabalhar em em outra área de atuação,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
jibrhcj85uy71e80rdjibrhc13f4gogp,Empregado (CLT),Tecnologia/Fábrica de Software,Analista de Dados/Data Analyst,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,0.0,O clima de trabalho/ambiente não é bom,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
jlmy3qhn5p2bxgx0594jlmy3qhdci0nz,Empregado (CLT),Marketing,Analista de Dados/Data Analyst,Pleno,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,0.0,"Salário atual não corresponde ao mercado, Gostaria de receber mais benefícios, Falta de maturidade analítica na empresa",0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
jlovriens0rki7rblj5jlovrnbxgf9if,Empregado (CLT),Tecnologia/Fábrica de Software,Analytics Engineer,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,0.0,Salário atual não corresponde ao mercado,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
jo95q4qeo5psdfdyncpfojo95q00pipx,Empreendedor ou Empregado (CNPJ),Setor Imobiliário/ Construção Civil,Outras Engenharias (não inclui dev),Sênior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,0.0,"Gostaria de trabalhar em em outra área de atuação, Falta de oportunidade de crescimento no emprego atual, Salário atual não corresponde ao mercado",1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
jr87hbe1h8vj0hk2wvjr87herdz5x1pt,Empregado (CLT),Varejo,Cientista de Dados/Data Scientist,Pleno,de R$ 3.001/mês a R$ 4.000/mês,de 3 a 4 anos,0.0,"Falta de oportunidade de crescimento no emprego atual, Salário atual não corresponde ao mercado, Gostaria de trabalhar em em outra área de atuação",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
jswkymec98n3z2hr8r497mjswkygkz8d,Empregado (CLT),Tecnologia/Fábrica de Software,Outra Opção,Pleno,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,0.0,"Falta de oportunidade de crescimento no emprego atual, Salário atual não corresponde ao mercado, Gostaria de trabalhar em em outra área de atuação",1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
jtdjuqql267h4vxlzzxjtdjuglo33ldm,Empreendedor ou Empregado (CNPJ),Educação,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,0.0,"Salário atual não corresponde ao mercado, Gostaria de trabalhar em em outra área de atuação",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
jtotgbp6u9rs0eu6jtotbcfyd2mfcjut,Empregado (CLT),Área da Saúde,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Pleno,de R$ 3.001/mês a R$ 4.000/mês,de 3 a 4 anos,0.0,"Falta de oportunidade de crescimento no emprego atual, O clima de trabalho/ambiente não é bom, Gostaria de trabalhar em em outra área de atuação",1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
jtxz6u80fg4asw9zvmoxjtxz6u80nrne,Freelancer,Área de Consultoria,Cientista de Dados/Data Scientist,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 3 a 4 anos,0.0,"Falta de oportunidade de crescimento no emprego atual, Salário atual não corresponde ao mercado, Falta de maturidade analítica na empresa",1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
jvugph94ewawmlo0v6gfjvugtccqyc2l,Freelancer,Setor Público,Outra Opção,Júnior,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,0.0,"Falta de oportunidade de crescimento no emprego atual, Gostaria de receber mais benefícios, Gostaria de trabalhar em em outra área de atuação",1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
jwe8l8a4vx8qgjwehfec8q831lhwpr1a,Empregado (CLT),Finanças ou Bancos,Analytics Engineer,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 7 a 10 anos,0.0,Salário atual não corresponde ao mercado,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
jxjkbc5w6nrg73jxjkqd6fds3y7bxh00,Empregado (CLT),Telecomunicação,Cientista de Dados/Data Scientist,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 5 a 6 anos,0.0,Trabalho híbrido (prefiro home office),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
jyl0zicx408sciaanl6jyl0za1rs72uc,Empregado (CLT),Tecnologia/Fábrica de Software,Analista de Suporte/Analista Técnico,Pleno,de R$ 1.001/mês a R$ 2.000/mês,Não tenho experiência na área de dados,0.0,"Salário atual não corresponde ao mercado, Falta de oportunidade de crescimento no emprego atual, Gostaria de trabalhar em em outra área de atuação",1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
jz23f3k4ueb3l4p4jz26qz2n3o4in5v8,Empregado (CLT),Telecomunicação,Analista de BI/BI Analyst,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,0.0,"Salário atual não corresponde ao mercado, Falta de oportunidade de crescimento no emprego atual",1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
k0oaqdbh8d0bxkyurhqk0oaqdbue4vhv,Empregado (CLT),Educação,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,0.0,"Falta de maturidade analítica na empresa, Gostaria de receber mais benefícios, Falta de oportunidade de crescimento no emprego atual",1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
k1o4snsu9iduiyl1k1o4ssztkt3u7em6,Empregado (CLT),Finanças ou Bancos,Cientista de Dados/Data Scientist,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,0.0,Gostaria de trabalhar em em outra área de atuação,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
k1sp7rrb5zwb2td2xm0fk1sp3ann88d9,Empreendedor ou Empregado (CNPJ),Tecnologia/Fábrica de Software,Analytics Engineer,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 6 anos,0.0,"Salário atual não corresponde ao mercado, Falta de oportunidade de crescimento no emprego atual",1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
