Id,Faixa idade,Gênero,Cor/raça/etnia,PCD,vive_no_brasil,uf onde mora,Regiao onde mora,Nivel de Ensino,Área de Formação
2v7q4tljga1183hhh2v7q4thxclll5uw,25-29,Masculino,Branca,Não,1,SP,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
2vjsqirr9zmo3zvjc2vjsq8lgkcvs15g,22-24,Feminino,Preta,Não,1,MT,Centro-oeste,Estudante de Graduação,Outras Engenharias
2vk7axw1koq01terfwginovs7e2vk7ax,30-34,Feminino,Parda,Não,1,MG,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
2vu3ia9jkcrvfc6cy8rfzj2vu3imn0jz,25-29,Feminino,Parda,Não,1,RJ,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
2vz8gnl8562vzw2kp5mnd4ooy7c3cjw2,30-34,Masculino,Branca,Não,1,MG,Sudeste,Pós-graduação,Outras Engenharias
2w4de1bns1aktc2w4d87j4yzmccg64cn,22-24,Masculino,Branca,Não,1,MG,Sudeste,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
2w4hptyv33vq4ikq2w4hpvyfszeqdpbj,35-39,Feminino,Branca,Não,1,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
2w78jjyikar57x82t21l4v2w78jjce5b,22-24,Masculino,Branca,Não,1,SP,Sudeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
2wyhilwy4huppj8x2sc7j2wyhilgpwkq,30-34,Masculino,Amarela,Não,1,SP,Sudeste,Estudante de Graduação,Outras Engenharias
2xc9vhnng3hpcjc7qt52xc9vhh0vvwlk,25-29,Masculino,Branca,Não,1,PR,Sul,Mestrado,Outras Engenharias
2xj9qrybjumxd2xjgv69mxid1kx76e1j,30-34,Masculino,Branca,Não,1,SP,Sudeste,Pós-graduação,Outras Engenharias
2y1dh8bl6hcl1nf7z2y1dh38u4n86x16,25-29,Masculino,Branca,Não,1,SP,Sudeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
2y7mhltbrvb9xq9mxbiw2y71jk9u4fh4,30-34,Feminino,Branca,Não,1,MG,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
2yg2lvkv4szmeuvxmwe422yg2llyi5yc,25-29,Masculino,Branca,Não,1,SP,Sudeste,Graduação/Bacharelado,Outras Engenharias
2yhts1mwl8qemaswa82yhtsi8tuokn6g,30-34,Masculino,Parda,Não,1,MG,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
2ype6t65s9qbjj4xqs2ype3tp9cfmwwf,35-39,Masculino,Branca,Não,1,RJ,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
2yvv086ktgui204mrf4cf2yvv0813q86,22-24,Masculino,Branca,Não,1,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
2zem0hajs8qn65aaqcn2zem0hneq1tb1,45-49,Masculino,Branca,Não,1,RS,Sul,Mestrado,Outra opção
2zmrd7bdkxgeztbzuyyd2zmrdnu0b4bc,40-44,Feminino,Branca,Não,1,DF,Centro-oeste,Graduação/Bacharelado,Outra opção
309d7qo29cyvmwmo2309d7qrce7l3izd,30-34,Masculino,Parda,Não,1,SP,Sudeste,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI
30kv0wcwroseb6hnl30kv92gbl00js7a,30-34,Masculino,Branca,Não,1,MG,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
30ntfdbbdq9c1bp8cdok495330ntfd0o,35-39,Masculino,Parda,Não,1,PB,Nordeste,Mestrado,Outras Engenharias
30w4lhwi2wxe02go5jsjpq30w4lhm12v,45-49,Masculino,Parda,Não,1,MG,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
30xbfxn8sl37q2pa7kk30xbwis7q2y0s,30-34,Masculino,Branca,Não,1,SP,Sudeste,Doutorado ou Phd,Química / Física
315q6i8t8k01i8gx25g9315q6ijfmqe2,35-39,Masculino,Branca,Não,1,PR,Sul,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
31lvh6l4p731trg6h69ou82ra7niow8z,22-24,Masculino,Branca,Não,1,RS,Sul,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
31tylbu5ocw2np2jp931tylbqapgfyaz,22-24,Masculino,Branca,Não,1,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
320pof08r8ywta320e04lcu03oo8rxe0,40-44,Feminino,Branca,Não,1,RJ,Sudeste,Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
3282qohv63qeam3n3282qd98famq7wbv,25-29,Feminino,Branca,Não,1,SP,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
32jficnhc29k852b132jficnrv557pjp,45-49,Masculino,Amarela,Não,1,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
32mw8jn5pdgb9ba5x32mw76g5htp4kb8,25-29,Masculino,Parda,Não,1,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
32zdz8iwd5ihah8g432zdz83xgb637np,25-29,Feminino,Branca,Não,1,RS,Sul,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
331m2uvm2rpxpapokrn331m2uv5xf3m5,40-44,Masculino,Branca,Não,1,SP,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
337bhyj32ogyxt1ysy337bhy70fjyo73,25-29,Feminino,Branca,Não,1,RS,Sul,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
33jb9wkykjb60fdlq33jb9wmb84rd1fw,22-24,Masculino,Parda,Sim,1,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
33yadvltac5mgunhnedd33yadxwvxq6e,45-49,Masculino,Branca,Não,1,SP,Sudeste,Doutorado ou Phd,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
33yc3hyq7hl82c33yc35u8ane517x2vr,40-44,Masculino,Parda,Não,1,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
34841fvd6kodg4x7ibl3034841o8oqbd,35-39,Masculino,Branca,Sim,1,DF,Centro-oeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
34h87fiv4c99glt034h87fczsz1y4ugu,25-29,Masculino,Branca,Não,1,ES,Sudeste,Graduação/Bacharelado,Outra opção
34sx909nf8v25190x34sxvuhnueyvauz,22-24,Masculino,Branca,Não,1,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
34t0n7x3ixebn834t0nplj35ogxy4cvj,25-29,Masculino,Branca,Não,1,MG,Sudeste,Graduação/Bacharelado,Outras Engenharias
35owqypoliz3e35o8q1p36pdcshoyiop,45-49,Masculino,Parda,Não,1,RJ,Sudeste,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI
35stkagjodwy50uvm4fb35stkagd9126,25-29,Masculino,Branca,Não,1,SP,Sudeste,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
36bcr3tbaipl6hv36bqulwtx2ucmqcfe,25-29,Masculino,Branca,Não,1,SC,Sul,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
36csvutlx0ee8by6ha36csspk47yx3c6,35-39,Masculino,Branca,Não,1,SP,Sudeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
36ep6icylu7qyy87qq36ep6ru10i6v1a,40-44,Masculino,Branca,Não,1,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
36kbqpzzbroye2kn18036kbqzin09irc,50-54,Masculino,Branca,Não,1,MG,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
36sdmbz3p9rr0bcd1uzdhlbe336sdmbz,35-39,Masculino,Amarela,Não,1,SP,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
37e09ms0pff1v1rniy37e09msr4g3k35,25-29,Feminino,Branca,Não,1,SC,Sul,Graduação/Bacharelado,Outras Engenharias
37eyqmrmzijinft37eyaywaw3l9f75ko,30-34,Feminino,Branca,Não,1,DF,Centro-oeste,Graduação/Bacharelado,Outras Engenharias
37n5d0ceyezw6oue5d9e37n5dtgser3c,35-39,Feminino,Preta,Não,1,RJ,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
3837xzs1e3xhehu9zb8szt3837xzs14h,25-29,Feminino,Branca,Não,1,RJ,Sudeste,Mestrado,Outras Engenharias
384cwj50e6mc541cx384cwh3j2dvcl92,40-44,Masculino,Branca,Não,1,PR,Sul,Doutorado ou Phd,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde
38ahizst8s68382wj4cv38ahizsp4lzc,22-24,Feminino,Branca,Não,1,PR,Sul,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
38atlf1n2jisxi4uw7d2619l38atlf1j,35-39,Masculino,Branca,Não,1,MG,Sudeste,Pós-graduação,Outras Engenharias
38avhvgnaxdm2gmi0r681b38avh081iy,30-34,Masculino,Branca,Não,1,MA,Nordeste,Pós-graduação,Outras Engenharias
38gkcmrb8bq5nwh7eb5wx38gkckd1ryd,22-24,Masculino,Branca,Não,1,RS,Sul,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
38vzzndyuiw2p62ih38v7vdm8i0pju7x,35-39,Masculino,Branca,Não,1,RS,Sul,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
396q6xw7y7ehdv539qdgdspnqsmpjqdg,30-34,Feminino,Parda,Não,1,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
39adpumpexqe36cr1x6ao39adpq1gfp1,55+,Masculino,Branca,Não,1,RJ,Sudeste,Doutorado ou Phd,Outras Engenharias
39j51h7m3zrjc5vza8d39j5gpn9g6zcb,25-29,Feminino,Branca,Não,1,BA,Nordeste,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
39j5vohce3935kvaka39j5k1s11tdnan,25-29,Masculino,Branca,Não,1,SP,Sudeste,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI
39lj1k5sr0m1s2qdgodo39lvrseiagt0,25-29,Masculino,Parda,Não,1,SP,Sudeste,Graduação/Bacharelado,Outras Engenharias
39ml87gfh92xmzehnpp39ml87gt68r2t,35-39,Masculino,Branca,Não,1,SC,Sul,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
3aac64r2v7oo9vs093aac6uq25hppydw,35-39,Masculino,Branca,Não,1,MG,Sudeste,Pós-graduação,Outras Engenharias
3aw0rfurswwpw0pcm03aw0rfz6cdj4wl,25-29,Masculino,Branca,Não,1,MT,Centro-oeste,Pós-graduação,Outra opção
3b0ybja7su49u7n8ej7vx823b0ybjatx,25-29,Masculino,Amarela,Não,1,PR,Sul,Pós-graduação,Outras Engenharias
3b4pkdz6dhtuetnw9fzk3b4pkt2p5y4s,30-34,Masculino,Branca,Não,1,MG,Sudeste,Pós-graduação,Outras Engenharias
3bopxq0hndov1u3bogryl1jdu0rw28h3,25-29,Feminino,Parda,Não,1,RJ,Sudeste,Mestrado,Ciências Sociais
3c0raeay5l1egf9h3c0fdkh43w8gx2fh,40-44,Masculino,Parda,Não,1,ES,Sudeste,Mestrado,Outras Engenharias
3c3w7hfidtwz88y3c3w9rbz8wicgstvk,30-34,Masculino,Branca,Não,1,SP,Sudeste,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
3c79gwo98uz3z6mpr3c79gwxaqq22pr4,50-54,Masculino,Branca,Não,1,SP,Sudeste,Pós-graduação,Outras Engenharias
3crqdhe5zqf20fumjor0o3crqdhfoxwf,25-29,Masculino,Branca,Não,1,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
3d30swk77zojx64afs3d30swkxs7t8w4,35-39,Feminino,Parda,Não,1,SP,Sudeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
3d5q9z1kc5yxpn63h3d5q9z17f4h55dv,25-29,Masculino,Preta,Não,1,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
3d9buzij0xd1wlmz3d9bimw4biuwi4z9,40-44,Feminino,Parda,Não,1,MG,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
3e7a2y2zh0zgddb3e7sg1ewnly601yjl,25-29,Feminino,Branca,Não,1,SP,Sudeste,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
3eiqmopzky8edejlto8fo3eiqvmsgncr,30-34,Masculino,Branca,Não,1,SP,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
3f6ansd42qsgc0x3f6aauzxr88slvn7k,30-34,Masculino,Branca,Não,1,PE,Nordeste,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
3feuymjc98er8bvoyb44d3feuymj7re4,25-29,Masculino,Branca,Não,1,PR,Sul,Pós-graduação,Outra opção
3fks8iinvqubfh986y9ov3fks8iyfv0b,30-34,Feminino,Branca,Não,1,RN,Nordeste,Pós-graduação,Outras Engenharias
3g3xzq041odru7l41k93g3xz2jc3wqcw,30-34,Masculino,Branca,Não,1,SP,Sudeste,Graduação/Bacharelado,Outra opção
3g98tzki1ryecmxnll1pq3g98t8jvt3h,30-34,Feminino,Parda,Não,1,MG,Sudeste,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
3gbq39pufi1anz3gboog7nw3ekubo2i4,30-34,Masculino,Parda,Não,1,CE,Nordeste,Graduação/Bacharelado,Outras Engenharias
3gecdpn790d63tvi9723z53gecdpn7eo,30-34,Masculino,Branca,Não,1,PE,Nordeste,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
3ho7xa2ighvbwqkgjex3ho7osihco90f,40-44,Masculino,Preta,Não,1,SP,Sudeste,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
3houzq3afqehkmtlhatr3houzq39mvdg,35-39,Masculino,Branca,Não,1,SP,Sudeste,Graduação/Bacharelado,Outras Engenharias
3hujmdlk1q6kiana4s3hujm2nl44gnud,30-34,Masculino,Parda,Não,1,BA,Nordeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
3hx0gahyn2leg353t51ra3hx0gah91g7,25-29,Feminino,Branca,Não,1,MG,Sudeste,Graduação/Bacharelado,Outras Engenharias
3i9l4ovdnjhdp2k3u9acf23ur3i9l4ov,40-44,Masculino,Branca,Não,1,DF,Centro-oeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
3iaaix23usblfojuni3iaaixbldqn83a,40-44,Masculino,Branca,Não,1,BA,Nordeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
3iaufofa2hob1ncmdi23iaufod4oa5bn,22-24,Feminino,Branca,Não,1,PR,Sul,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
3iga26ocdaga8d623igaytdgba78t737,25-29,Masculino,Branca,Não,1,MG,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
3jirvaieqf3ejfj8l3006itctt2trpej,17-21,Masculino,Branca,Não,1,SP,Sudeste,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
3jwwg70twjqktta0bl3jwwg7kj8rv53n,25-29,Masculino,Parda,Não,1,MG,Sudeste,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
3k2l9tem0fc35lakp3k2w5tebbecpejv,25-29,Masculino,Branca,Não,1,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
3k7ke260oq73gm1zowjh53k7ke25iq9y,25-29,Masculino,Parda,Não,1,RJ,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
3khnste68befay3khnsa28fkc0n7ro6k,25-29,Masculino,Parda,Não,1,PA,Norte,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
3kl8gshs1u28vy7mtgzsf8a3kl8gshb6,30-34,Masculino,Parda,Não,1,SP,Sudeste,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI
3l24uzbqhhdfbkihad3l2411eo7wyubu,30-34,Masculino,Parda,Não,1,SP,Sudeste,Pós-graduação,Outras Engenharias
3l3x09p05mii5g67po8dcj3l3x0vh2i3,30-34,Masculino,Branca,Não,1,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
3laefi601vx9feog3laefioc6b4ul3ud,55+,Masculino,Branca,Não,1,DF,Centro-oeste,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
3lbay8xxg7125pbqad33lba5iwdnhwyo,25-29,Feminino,Branca,Não,1,MA,Nordeste,Graduação/Bacharelado,Outras Engenharias
3li8keypux9w09wojz452ru3i3li8ke9,30-34,Feminino,Branca,Não,1,RS,Sul,Graduação/Bacharelado,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde
3lrv1opq0fvu4d2zs987kt3lrv1obq68,25-29,Feminino,Branca,Não,1,AM,Norte,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
3lrxr1us2f1q6umt6heu3lrxr1usz7ww,35-39,Masculino,Branca,Não,1,RS,Sul,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
3m4qakq78mbzocyi3m4q21s2n5a1a4rr,30-34,Masculino,Branca,Não,1,SC,Sul,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
3mkuljguxoy2knk7hnuqfuws3mkuljgp,25-29,Masculino,Branca,Não,1,SP,Sudeste,Pós-graduação,Outras Engenharias
3mmhddodimv4uczw6x8306m3mmhddom9,25-29,Masculino,Branca,Não,1,CE,Nordeste,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo
3mtz9d06rr3gquevs3mtz9d0x75kwy80,30-34,Masculino,Branca,Não,1,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
3mv45a2xqggoo8xea8r3mv28neyqj3sq,35-39,Feminino,Parda,Sim,1,SP,Sudeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
3ngjs9drc9izcy3ngj8tmwcjmuz08m6p,30-34,Masculino,Branca,Não,1,PR,Sul,Doutorado ou Phd,Outras Engenharias
3nk427u274e6exs47v3nk427fp39ue55,22-24,Masculino,Preta,Não,1,PA,Norte,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
3nq4rtnm2dnyyya3nq4rtm6rkhyymsts,30-34,Feminino,Branca,Não,1,MG,Sudeste,Pós-graduação,Outras Engenharias
3nt20c7u47lj3uax8k86r3nt20c7rves,25-29,Masculino,Branca,Não,1,ES,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
3ntpim249mddqo3ntdz4tq34d5ymudz4,35-39,Masculino,Branca,Não,1,SP,Sudeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
3o8kxf5idl0vuceo5s3o80pj4kgzdb7a,45-49,Masculino,Parda,Não,1,SP,Sudeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
3oad733jfin3xe5w3oabvl835eosyktq,40-44,Masculino,Parda,Não,1,SP,Sudeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
3onui538mvrnrz93onuitm6bn4d4vami,22-24,Masculino,Branca,Não,1,SC,Sul,Graduação/Bacharelado,Outras Engenharias
3otesjs9in5cn6bfv173otesjs67lxtg,25-29,Masculino,Amarela,Não,1,SP,Sudeste,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
3p6oaw56m6t0axy5tn3p6p5290d87j34,17-21,Masculino,Parda,Não,1,SP,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
3p99vjxopnaqs3p99vj4w3rw09p57tk0,35-39,Feminino,Parda,Não,1,RJ,Sudeste,Mestrado,Outras Engenharias
3puphv35koob78lwx23puphcvmuv1786,40-44,Masculino,Branca,Não,1,SC,Sul,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
3px3g5uq7r3kd8amoz74m03px37iphng,35-39,Masculino,Parda,Não,1,ES,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
3qj379odzhli0f83qj37zvvn9j0v3j8s,35-39,Masculino,Branca,Não,1,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
3qmfdww1rn0n48kyqxdsu3fuk3qmfdww,30-34,Masculino,Branca,Não,1,SP,Sudeste,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo
3qr69n208strp23qr69n7yn7jm8i11je,25-29,Feminino,Parda,Não,1,AM,Norte,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
3qtzhjwyift1864etb13qtzlisuxo3hc,30-34,Masculino,Branca,Não,1,PR,Sul,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
3qz31y3rj63r2nh3qz31y3zw8ysnx9rt,17-21,Masculino,Branca,Não,1,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
3r0xychm6gy39cumka56j8ateqz89cum,30-34,Masculino,Parda,Não,1,SC,Sul,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
3rkn3c06at371qahjtw3rkn3hnjtf0w9,30-34,Masculino,Branca,Não,1,SC,Sul,Graduação/Bacharelado,Outras Engenharias
3so4wlx85roxht73socv99zk1lohq027,40-44,Masculino,Parda,Sim,1,SP,Sudeste,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI
3te233ieua4r3h3qf9633te5qxlfeq44,25-29,Masculino,Branca,Não,1,RJ,Sudeste,Graduação/Bacharelado,Ciências Sociais
3tosmjtzydk3tos5unaaks72aziwc925,30-34,Masculino,Parda,Não,1,SP,Sudeste,Mestrado,Outra opção
3tvxagiwpyjoc4qatg2wf3tvxagi6zkb,35-39,Masculino,Branca,Não,1,MG,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
3u5v9932brxhourm3u5vd4ya3se8a04p,45-49,Masculino,Parda,Não,1,RJ,Sudeste,Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
3ubhs3h0aiq314wr13ubhs1ecsenctqk,25-29,Masculino,Parda,Não,1,MG,Sudeste,Pós-graduação,Outras Engenharias
3unn8h5tcxcj4wihg5723unn8h5296le,22-24,Masculino,Branca,Não,1,CE,Nordeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
3uyk5zyuzhz9jr23uygzhn24kh2vnr9f,30-34,Feminino,Branca,Não,1,SP,Sudeste,Mestrado,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde
3v3ah8s0ckeci6m23v3g8ny6zps4nfca,35-39,Masculino,Branca,Não,1,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
3v3yvid8lx6biw353v3yviu5w55nsw6t,40-44,Masculino,Branca,Não,1,BA,Nordeste,Doutorado ou Phd,Química / Física
3v6eoi3aqxkioae63qnfpw3v6eoi8rrj,40-44,Masculino,Branca,Não,1,MS,Centro-oeste,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI
3va1l8l5rcq0lwpng3va1l8lkzup99qv,35-39,Masculino,Parda,Não,1,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
3vkbajwnnj5aspx3fq3vkbaj4qzo7zoy,30-34,Masculino,Branca,Não,1,SP,Sudeste,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo
3vqg22ws5x494qvlt3vqg2h9q55o5w34,40-44,Masculino,Parda,Não,1,PA,Norte,Mestrado,Outras Engenharias
3w0mcukbzz9txbhric13w0mcukbs4zrk,35-39,Masculino,Branca,Não,1,SP,Sudeste,Graduação/Bacharelado,Ciências Sociais
3w4ra5vbre5c5f66q3w4ra5he2r5k25o,35-39,Masculino,Preta,Não,1,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
3wh2r299i9ykxnl0hmqc33wh2r2ijvtg,35-39,Masculino,Branca,Não,1,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
3wk9t00mvbo82pat13wk9t8hvm5416vy,25-29,Masculino,Branca,Não,1,SP,Sudeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
3wpu9jizabtp56xhq43wpu5z1uugljod,30-34,Masculino,Branca,Não,1,RS,Sul,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
3wu4rg721427ujr86z3wu7tl7k7blwnb,25-29,Masculino,Branca,Não,1,ES,Sudeste,Graduação/Bacharelado,Outras Engenharias
3wvpvi35bhi28q4csr1kih3wvpvi34eb,25-29,Feminino,Branca,Sim,1,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
3x07i1lz3gg4cimrvpelh3x07i1laq0t,25-29,Masculino,Branca,Não,1,SP,Sudeste,Pós-graduação,Outras Engenharias
3x564akw50j1o4vc73x56iuwvpju4w03,30-34,Masculino,Branca,Não,1,SP,Sudeste,Pós-graduação,Outras Engenharias
3xg8ufjqktdjmm54cex3xg8uekwd7q9y,50-54,Masculino,Branca,Não,1,GO,Centro-oeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
3xj6s4ih2p82333xjryt4o9q2iwousmm,30-34,Masculino,Parda,Não,1,MG,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
3yfzq12ygns17xsh83yfh3h1hcib0p8i,40-44,Feminino,Branca,Não,1,CE,Nordeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
3ykrlvdm0of08lur3ykv8ht7xxjuaujv,30-34,Masculino,Parda,Não,1,MG,Sudeste,Graduação/Bacharelado,Ciências Sociais
3ytjd11yp7z9bh4ab9o41n3ytjd4wu0k,25-29,Feminino,Branca,Não,1,RJ,Sudeste,Graduação/Bacharelado,Outras Engenharias
3zxq3v3c8i2g0n3zxqe2u0zqqlw3syxh,30-34,Masculino,Branca,Não,1,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
404u60c8b88p6756gbbm30h404u60c83,22-24,Masculino,Branca,Não,1,RJ,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
406gxhku0ag4fcm0w3a8e2t406gxhkku,25-29,Masculino,Branca,Não,1,MG,Sudeste,Graduação/Bacharelado,Outras Engenharias
40kbfdrhmmaq3ka40kxdtcsqjtz5zjpk,50-54,Masculino,Parda,Não,1,PE,Nordeste,Estudante de Graduação,Outra opção
