Id,Faixa idade,Gênero,Cor/raça/etnia,PCD,vive_no_brasil,uf onde mora,Regiao onde mora,Nivel de Ensino,Área de Formação
001b2d1qtli8t9z7oqgdhj001b2d4i0g,30-34,Masculino,Branca,Não,1,MG,Sudeste,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI
0026aa3fwd78u0026asg7456tfkjg2cs,30-34,Masculino,Branca,Não,1,ES,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
00r21rb9pusd1b0v7ew00r21rw3dy69w,35-39,Feminino,Amarela,Não,1,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
00urm3jf2cek12w6ygue00urm3jzd17j,22-24,Masculino,Preta,Não,1,SP,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
00v0az4g792svil00vn6y1kfm9hq8vy9,30-34,Masculino,Branca,Não,1,MG,Sudeste,Doutorado ou Phd,Economia/ Administração / Contabilidade / Finanças/ Negócios
015qqbrh4rr015qje9gvkbsb7ti1n5df,30-34,Masculino,Branca,Não,1,RJ,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
01810y9hweneb018to8t1p8ubyn1o04m,22-24,Masculino,Branca,Não,1,SP,Sudeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
01k1i8w42ljmgee01k1eay1n1283ot23,35-39,Masculino,Branca,Não,1,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
01n9nd73iv68k81iefenxv01n9nd7wjt,25-29,Masculino,Parda,Não,1,RJ,Sudeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
01v9nqn7mz93ace01v9ig2aswc6oy2zq,25-29,Masculino,Parda,Não,1,SP,Sudeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
01zusm1faol2k2601zlthh05cj7iqyit,25-29,Masculino,Preta,Sim,1,SE,Nordeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
02cv39tv75nm2z9zhcv02cv379703hvs,45-49,Feminino,Parda,Não,1,PE,Nordeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
02yuxvtb6698rqwq8w02yuza594l7cut,30-34,Feminino,Preta,Não,1,RS,Sul,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
03hoy11ga4jko92xixsfb03hogk1wpa8,35-39,Masculino,Branca,Não,1,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
03s7lpmvw0hjtzjgxl5ys03s7lpmbwwg,35-39,Masculino,Branca,Não,1,DF,Centro-oeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
03zphd4wn92u78t7c03zph7kmu1pu8nw,35-39,Feminino,Branca,Não,1,MG,Sudeste,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI
04b8mbh28y4r0z04b8f42bs4j4ma44pl,25-29,Feminino,Branca,Não,1,RJ,Sudeste,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
04ellbzcl7lj3va9n1yx04eleu3mlvml,25-29,Feminino,Prefiro não informar,Não,1,MG,Sudeste,Mestrado,Outra opção
04mb6m64f1b9566fnjwz04mb6m6bmelv,25-29,Masculino,Parda,Não,1,PR,Sul,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
04oft971jvyonsl456b704oft97ssj7l,30-34,Masculino,Branca,Não,1,RJ,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
04qj1aoh18cgbwi04qj1aohkr325qe6z,35-39,Masculino,Parda,Não,1,PB,Nordeste,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI
04qmbrvl35x33l4prch04qmbr7a5ee5j,35-39,Masculino,Branca,Não,1,SP,Sudeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
04zjy2mj5qhb4d4uv04zjw3u7cxv87x7,25-29,Masculino,Branca,Não,1,PR,Sul,Graduação/Bacharelado,Outras Engenharias
05csrlllrg5xhyryv7i305csrl8hfybu,40-44,Feminino,Branca,Não,1,MG,Sudeste,Doutorado ou Phd,Economia/ Administração / Contabilidade / Finanças/ Negócios
05edmndszxd75nu8o05edmnbiuloulj9,25-29,Feminino,Branca,Não,1,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
06bekvb2fzxi6n0czi06bekvydrj06mi,35-39,Feminino,Parda,Não,1,MG,Sudeste,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
06ytc58mw53h90izzo306ytcpdc16w70,45-49,Masculino,Branca,Não,1,SC,Sul,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
06zhqgd6dr4xjy06zhqg21con02zwy42,30-34,Feminino,Parda,Não,1,SP,Sudeste,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI
076sddptnza0htgkwxmr1jr076sddptb,30-34,Masculino,Branca,Não,1,SP,Sudeste,Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios
07vxvpqgtstbdqapyq07vo5p9yky8rqh,35-39,Masculino,Parda,Não,1,SP,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
083f331tparwm4083fxbusb0cps0rmwa,50-54,Masculino,Branca,Não,1,RS,Sul,Pós-graduação,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde
08f7gp5stfs0txz08fn357e56e1co6sj,22-24,Masculino,Amarela,Prefiro não informar,1,SP,Sudeste,Estudante de Graduação,Outras Engenharias
091jp2ibksf49d1cgtz0091jp2bpsxzx,30-34,Masculino,Branca,Não,1,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
09esdc97ebk0609es03a7nf83pw1owqg,30-34,Feminino,Branca,Não,1,BA,Nordeste,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
0aadbbqu8p2hf3a0aadbshkx5p9ty80m,35-39,Masculino,Branca,Não,1,SC,Sul,Mestrado,Outras Engenharias
0an4fvp64oeblyt70k00an4fvtn9vcle,25-29,Masculino,Branca,Não,1,SP,Sudeste,Pós-graduação,Outras Engenharias
0autzixgz8xh4s7nwdw70autzmjayn79,35-39,Masculino,Branca,Não,1,PR,Sul,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
0ayla3c460hpsv520ayla3i1xyyhg350,22-24,Masculino,Branca,Não,1,RS,Sul,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
0azf0jf1ydfqkp0azfxtfwkz1ph9k98y,25-29,Masculino,Branca,Não,1,PA,Norte,Mestrado,Química / Física
0b3av6hp5sh4tl79rh0b3avpntmyuqiu,25-29,Masculino,Branca,Não,1,SP,Sudeste,Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
0b8rbnxgqxk8fio2z4k0b8syvfnu6uyz,30-34,Masculino,Parda,Não,1,RJ,Sudeste,Pós-graduação,Outras Engenharias
0b9sb2w74o4h0f42j0b9sbk83r3d01j0,25-29,Feminino,Branca,Não,1,PR,Sul,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
0baz3khrxi0sei0bazgztvrrugudi1wd,50-54,Feminino,Parda,Não,1,SP,Sudeste,Mestrado,Química / Física
0bb3tmiavc8odqz33eojlr0bb3to0mtu,22-24,Feminino,Branca,Não,1,MG,Sudeste,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
0beob0vw5kuacjool0w0beobkbzsh06f,22-24,Masculino,Branca,Não,1,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
0bj58kvonhsptf90bj5ldaxfkdm013kt,35-39,Masculino,Parda,Não,1,GO,Centro-oeste,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo
0bulrqnzwpth2g6rcf0bulrqr6hfwmhx,30-34,Feminino,Branca,Não,1,PE,Nordeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
0c61ipysz17kckyll0c61ivgliw391vr,25-29,Masculino,Preta,Não,1,DF,Centro-oeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
0czmmsqic3e0czzgfpcxcmlvopm6lzgf,25-29,Feminino,Branca,Não,1,SP,Sudeste,Graduação/Bacharelado,Outra opção
0ddxnylpynv0fgc72nuiy0ddx2np8hvc,25-29,Feminino,Branca,Não,1,PR,Sul,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
0dkjjbum7c9eeyyr0dkjusywtxxirtxf,25-29,Masculino,Preta,Não,1,PE,Nordeste,Graduação/Bacharelado,Outras Engenharias
0dmgnvaor1n4kwg0dofeq0cvtz9wszxp,25-29,Masculino,Branca,Não,1,SP,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
0dqlwrfgpu6hl40dq03c11aoxyrkddtt,22-24,Masculino,Branca,Não,1,SP,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
0dverwvn6qvm84sj0dverwv1jhbj8uhf,22-24,Masculino,Branca,Não,1,MG,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
0e5jp063qgcme6ly0e5j1oqs6sdw53oi,25-29,Masculino,Preta,Não,1,ES,Sudeste,Mestrado,Outras Engenharias
0e6w1fl8ezu3h7bnef0e6w1fl8ekby7x,30-34,Masculino,Branca,Não,1,RS,Sul,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
0ei02mf5qxmda4g0ei02noz2n3ozbmns,35-39,Feminino,Branca,Não,1,ES,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
0etlg34j0c2aa5gxkx0etlgl5085l8cl,25-29,Masculino,Branca,Não,1,PR,Sul,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI
0fqm46sjwi4favsmqvl0fqm46s98elu7,25-29,Masculino,Branca,Não,1,SP,Sudeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
0fy84aoyul0t71eaqln0fyfp4p5e8glp,25-29,Feminino,Branca,Não,1,RS,Sul,Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios
0g42rq6g6p2q873xia8y0g42x4n8upzt,25-29,Masculino,Branca,Não,1,PR,Sul,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI
0gegw5q7g3lykqzh1jrvp0gegw55wg08,22-24,Feminino,Branca,Não,1,BA,Nordeste,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
0ghkr6f66sdb6irt0c0ghk9s6mjqabxz,22-24,Masculino,Preta,Não,1,RS,Sul,Estudante de Graduação,Outras Engenharias
0gn3aonvi5bf7v0gditzg8sz142fxclo,25-29,Masculino,Branca,Não,1,MT,Centro-oeste,Graduação/Bacharelado,Outras Engenharias
0gqoessq550geoi56otja8nxkzhl2yoe,30-34,Masculino,Amarela,Não,1,SP,Sudeste,Pós-graduação,Outras Engenharias
0gxlcto118vdsq0gxlcaonsk0utw8n0y,22-24,Masculino,Branca,Não,1,RJ,Sudeste,Graduação/Bacharelado,Outras Engenharias
0h9s4p0a05whv290h9sq91aarxgafcha,25-29,Feminino,Branca,Não,1,RJ,Sudeste,Graduação/Bacharelado,Outras Engenharias
0hc6qwa1z9mz3aeb0hc6qwn21gsvs4u3,25-29,Masculino,Branca,Não,1,SP,Sudeste,Graduação/Bacharelado,Outras Engenharias
0i6712vqjj653m0i670gfwnl6ta7qnic,35-39,Feminino,Branca,Não,1,RS,Sul,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
0id8eghh68cl1w98pk0id8ep67ng3t9n,30-34,Masculino,Branca,Não,1,PR,Sul,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
0ig66tffh8xm8bmo0ig61rg4eh0vfx85,25-29,Masculino,Branca,Não,1,PI,Nordeste,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
0iozjnemmmz54m3nq0iozjnzm4poermp,30-34,Masculino,Branca,Não,1,RS,Sul,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI
0j2vm91zj9pfytz27jax0j2vafif1kuv,40-44,Masculino,Parda,Não,1,PR,Sul,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
0jainribfz6iwp042gdx0jaino4uc71r,25-29,Feminino,Branca,Não,1,SP,Sudeste,Pós-graduação,Outras Engenharias
0jc0mij71evva7kn778bz30jc0mijucs,30-34,Feminino,Parda,Não,1,SP,Sudeste,Pós-graduação,Outras Engenharias
0jca0nbvqe3ufht9p0jca0dwcapmm8fm,45-49,Masculino,Branca,Não,1,SP,Sudeste,Pós-graduação,Outras Engenharias
0ji2x0gh9fnq4nuej0ji2xknk36lhorh,25-29,Masculino,Branca,Não,1,DF,Centro-oeste,Pós-graduação,Ciências Sociais
0jj9dxfgsq4uhudlwbcs0jj9dxq1k1xm,25-29,Masculino,Branca,Não,1,ES,Sudeste,Pós-graduação,Outras Engenharias
0jk0bdnu7cufwadn0jk07nuti10opjh8,25-29,Masculino,Branca,Não,1,ES,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
0jlaefa4xwwgk5lfga7gsl0jlaefak5x,25-29,Masculino,Branca,Não,1,SC,Sul,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
0jqbuqvb3936balyvfenrstk0jqbuqvb,25-29,Masculino,Branca,Não,1,SC,Sul,Estudante de Graduação,Outras Engenharias
0k7l1ljbam6kacmu0k7lno7oaf3xmu2d,25-29,Masculino,Branca,Não,1,RJ,Sudeste,Estudante de Graduação,Outra opção
0kgic0bazt3vuk7t0kgisvop2347hvb2,25-29,Masculino,Branca,Não,1,PR,Sul,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
0kugfu1lh5m23aunu2tn0kugb01gbx3e,17-21,Masculino,Branca,Não,1,GO,Centro-oeste,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
0kul7v5qknv9o8qccac0kulrt5fdi7om,45-49,Masculino,Branca,Não,1,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
0kyn7c4b5p4ud7arfk4000kynyyy82ec,30-34,Feminino,Parda,Não,1,PE,Nordeste,Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios
0kz3y2ky2wx4fmkhadp0kz3y8y7jrl32,22-24,Masculino,Parda,Não,1,RJ,Sudeste,Estudante de Graduação,Química / Física
0lv0ldegkx1i8xxmet0lvfewlljsvem0,25-29,Masculino,Parda,Não,1,GO,Centro-oeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
0lw4azzxw5hfcsb86ack0lw4azz8myxk,35-39,Feminino,Branca,Sim,1,SP,Sudeste,Graduação/Bacharelado,Outra opção
0m9ykattn3c24ri42vxg0m9ykam9lb6n,30-34,Masculino,Amarela,Não,1,SP,Sudeste,Graduação/Bacharelado,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde
0mnxtpoxm1cp3wctf9bp0m6esr5ydpkh,22-24,Masculino,Branca,Não,1,SP,Sudeste,Graduação/Bacharelado,Outra opção
0mp2dsmps10vyxahto0mp2ddj4kdfc2s,22-24,Feminino,Branca,Não,1,SP,Sudeste,Estudante de Graduação,Outras Engenharias
0nqzg51pf95l5p55kx0nqznnxpxb3upo,35-39,Masculino,Parda,Não,1,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
0nzwxa69m49bv180hk4fhb0nzwxaznfv,25-29,Masculino,Parda,Não,1,CE,Nordeste,Pós-graduação,Outras Engenharias
0oggobdknd16s8sog3ln4ic0oggobmt1,25-29,Masculino,Branca,Não,1,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
0ojds5de5ah8vwrpmklt0ojds5dz95kx,25-29,Masculino,Branca,Não,1,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
0on1x4pk2etlhgwbdf0on1x4pb0vfe3a,17-21,Masculino,Branca,Não,1,SP,Sudeste,Graduação/Bacharelado,Outra opção
0onjh42eak1akktm7coy0onjho00ittt,25-29,Feminino,Parda,Não,1,MG,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
0ovocc0chi8jo3q0ovocvj6qmljwtloh,40-44,Feminino,Branca,Não,1,SP,Sudeste,Doutorado ou Phd,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde
0owmod4o9zby3ho0owkck31v0w2q45bc,45-49,Masculino,Branca,Não,1,SC,Sul,Pós-graduação,Outras Engenharias
0p2u2nceqzym6fssl92n180p2u2n4uss,30-34,Masculino,Branca,Não,1,SP,Sudeste,Mestrado,Outras Engenharias
0pg37xsvnaoyqvibr0pg378z2eg4lpcz,25-29,Masculino,Branca,Não,1,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
0piaidcw03f691i4cdc0piaid7bp0tpd,25-29,Masculino,Parda,Não,1,MG,Sudeste,Pós-graduação,Outras Engenharias
0porhlvirmnbqihbq0f0porhli93zl7v,25-29,Masculino,Branca,Não,1,SC,Sul,Graduação/Bacharelado,Outra opção
0q472yy1a4ua38hg0q42byo044ngq1sb,25-29,Feminino,Branca,Não,1,PR,Sul,Mestrado,Outras Engenharias
0qhsqn12j7yapjr3ny0qhsqnfkqqygsm,22-24,Feminino,Parda,Não,1,SP,Sudeste,Graduação/Bacharelado,Outras Engenharias
0qio4frn8vyn5lyoev0qio4uhal1fitk,30-34,Masculino,Preta,Sim,1,SP,Sudeste,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
0r46flon90jl4hvi0r46flwm5jfomrq3,40-44,Feminino,Parda,Não,1,PR,Sul,Pós-graduação,Química / Física
0rchsejnsxoklvzbq790rchsejne0bpi,30-34,Masculino,Branca,Não,1,MG,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
0rcm0gxoact3bzh06knd13ubjeo64v14,35-39,Masculino,Branca,Não,1,RS,Sul,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
0rjkvzh2lso0ry6omu8uk030mxjr0q6f,30-34,Feminino,Branca,Não,1,RS,Sul,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
0rvvo787yq3mthe5ga0rvvh4rbm4u4gc,25-29,Feminino,Branca,Não,1,ES,Sudeste,Graduação/Bacharelado,Outras Engenharias
0rzo8uhs2710bhyk0rzo8up4313jz70o,30-34,Feminino,Branca,Não,1,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
0s15dzpqa7lus1ast0s1578mskf2illz,30-34,Masculino,Parda,Não,1,PR,Sul,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
0s7x7lc2foi894m6pogxa0s7x7ltfytz,25-29,Masculino,Branca,Não,1,PR,Sul,Estudante de Graduação,Outra opção
0saxujz921fw22ii6pq0saxff4o4ykqm,25-29,Feminino,Parda,Não,1,PI,Nordeste,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
0sb17993f17dly32q0sb17m6cgr8m8fg,50-54,Masculino,Branca,Não,1,MG,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
0sw1v2544zjyapntd00sw6qtn1mommv9,35-39,Masculino,Parda,Não,1,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
0t14vkhnpaohc7nvnli0t14lryhv5mz3,30-34,Masculino,Branca,Não,1,ES,Sudeste,Pós-graduação,Outras Engenharias
0t33h6p5dhvgrz7e2vr0t33h6pxixdye,50-54,Feminino,Parda,Não,1,MG,Sudeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
0tfplcdk2bzhdl40tfplcfu3vgiv4k4x,25-29,Masculino,Preta,Não,1,ES,Sudeste,Mestrado,Outras Engenharias
0tx7atz5i766r431a00v0tx7atz7xanx,35-39,Masculino,Parda,Não,1,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
0u56ftri7si1mms0u56foo9gircbx9mq,40-44,Feminino,Branca,Não,1,SP,Sudeste,Pós-graduação,Outra opção
0u70ebhsoogwg3qdnb20u7kldlweuu0x,30-34,Masculino,Preta,Não,1,RJ,Sudeste,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
0u8dg2d8bx62ivly0u8dor091dix01of,25-29,Masculino,Branca,Não,1,RS,Sul,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
0u9ldjdnpdo5ajqnplj9khr0u9ldjdnv,22-24,Masculino,Branca,Não,1,MG,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
0ueqxxqa5mevx9duao0ueqxxq0ulfwgw,25-29,Masculino,Branca,Não,1,PR,Sul,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
0ug15cqzpnzj5gms1zvag0ug15cn7cev,25-29,Masculino,Branca,Não,1,SP,Sudeste,Graduação/Bacharelado,Outras Engenharias
0uouqjo6urvaxld80uouqvcm2jmmxov2,35-39,Masculino,Parda,Não,1,RJ,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
0uu3nbepriafwglatf0uu3nacwlxd4cq,25-29,Feminino,Parda,Não,1,PR,Sul,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
0uvu1sve8rza2llcm8uvwt0uvu1ss9et,25-29,Masculino,Branca,Não,1,PB,Nordeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
0v1mo9fgrmkv7bl0v1m5jz71imbv4mkb,25-29,Masculino,Branca,Não,1,RS,Sul,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
0vfvke194lwuj970vfv96lxbl2447ai4,40-44,Masculino,Parda,Não,1,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
0w0cx6th9989gcfjxxvpjr50w0cx6osv,40-44,Masculino,Branca,Não,1,SP,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
0w1a415gtbb7rn1f94fg0w1a41lfh6zg,35-39,Masculino,Amarela,Não,1,SP,Sudeste,Mestrado,Outras Engenharias
0wdf4wluf18nbjw0wdfkifzzt327p0h0,25-29,Masculino,Parda,Não,1,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
0wnabz1pd1i2skai960w2due9g3hw4t7,25-29,Feminino,Preta,Não,1,SP,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
0xic84omxpd7ptjgan0xic84o5sn3174,25-29,Masculino,Parda,Não,1,ES,Sudeste,Graduação/Bacharelado,Outras Engenharias
0xqcwc3bly5khkbd0xqcd3nmpmgdu93o,40-44,Masculino,Branca,Não,1,RS,Sul,Pós-graduação,Outras Engenharias
0xxbaszfifvkoirez0xxbagbvlpl5ikp,25-29,Masculino,Branca,Não,1,SP,Sudeste,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
0xydkaoabyz42pr87cv0xydkb2rxr2o8,25-29,Masculino,Branca,Não,1,CE,Nordeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
0zr4jo7c2j6hk60zr5ka7i9gysbve324,30-34,Masculino,Branca,Não,1,SP,Sudeste,Pós-graduação,Outra opção
0zutq4iuaabxdj4q77fe0zutq4pw7zd6,25-29,Masculino,Amarela,Não,1,SP,Sudeste,Graduação/Bacharelado,Outras Engenharias
1041gdt9zsprkuhskoh1041gdf2lyrcu,25-29,Masculino,Branca,Não,1,SP,Sudeste,Estudante de Graduação,Marketing / Publicidade / Comunicação / Jornalismo
108oba89pnj2vj13wc108oba8dwaloha,25-29,Masculino,Branca,Não,1,PR,Sul,Graduação/Bacharelado,Outras Engenharias
1090quptpl5ltqvdun1090oc8ei3abyj,25-29,Masculino,Branca,Não,1,CE,Nordeste,Pós-graduação,Outras Engenharias
10aklxjm370kfjsh19k10aklxmhmdj18,30-34,Feminino,Branca,Não,1,RJ,Sudeste,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo
10cadv3wxu1tjhhijcmv10cadv31hon9,22-24,Masculino,Branca,Não,1,SP,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
10cxvir35zl4k2ok310cxvrssym5ibl8,25-29,Masculino,Branca,Não,1,PR,Sul,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
10dnjhmee38ptlv5hqa10dnjhphm8qz3,30-34,Masculino,Preta,Não,1,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
10e2hm1phj9fnex6h41o10e2hm1g31wu,22-24,Masculino,Parda,Não,1,SP,Sudeste,Pós-graduação,Ciências Sociais
10xdbt4r9gktvzbqrmwd10xdbt4wled2,35-39,Masculino,Preta,Não,1,MG,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
116s5nak5kqnsbwcdk116s5nkb74bm0z,35-39,Masculino,Parda,Não,1,BA,Nordeste,Pós-graduação,Outras Engenharias
1198xepjqbuirv11fxa1r1z580rjapef,25-29,Feminino,Preta,Não,1,MG,Sudeste,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
11spvbrxdvg5xs6ed5270011spvbtlhr,25-29,Masculino,Preta,Não,1,PI,Nordeste,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI
11udubqs3zeo7tn4w1j11udubnwdqfzb,40-44,Masculino,Parda,Não,1,MS,Centro-oeste,Mestrado,Outras Engenharias
11xquwcmiftv3nll3vgfo11xqur6q9bl,25-29,Masculino,Branca,Não,1,RJ,Sudeste,Mestrado,Outras Engenharias
12jswjlwmvnidm7812jspqw3wds7xk28,25-29,Masculino,Branca,Não,1,SP,Sudeste,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo
12q6hrvkx5qek0bx3t12q6hkcu93gdcu,35-39,Masculino,Branca,Não,1,ES,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
12zfxl4ggmd69z6uhift12zfxl4yuxrq,30-34,Masculino,Branca,Não,1,SC,Sul,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
139a9b9k3i4qexcsz139a9b9gqnrhjjm,30-34,Masculino,Parda,Não,1,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
13b86zuxsf6u17ssqxhp13b86z05aoz8,30-34,Masculino,Parda,Não,1,RJ,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
13zpaoxakvy6cslxkzk13zpc3o00g0w9,25-29,Feminino,Branca,Não,1,PR,Sul,Pós-graduação,Outras Engenharias
13zxa6szv61zft5wcf13zxa6szx094cx,30-34,Feminino,Branca,Não,1,PE,Nordeste,Doutorado ou Phd,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
