CO_IES,NU_ANO_CENSO,NO_UF,SG_UF,TP_ORGANIZACAO_ACADEMICA,TP_CATEGORIA_ADMINISTRATIVA,NO_CINE_AREA_GERAL,QT_VG_TOTAL,QT_INSCRITO_TOTAL,QT_ING,QT_ING_FEM,QT_ING_MASC,QT_ING_BRANCA,QT_ING_PRETA,QT_ING_PARDA,QT_ING_AMARELA,QT_ING_INDIGENA,QT_ING_CORND,QT_CONC,QT_CONC_MASC,QT_CONC_FEM,QT_CONC_BRANCA,QT_CONC_PRETA,QT_CONC_PARDA,QT_CONC_AMARELA,QT_CONC_INDIGENA,QT_CONC_CORND,QT_ING_DEFICIENTE,QT_CONC_DEFICIENTE,NO_IES
8,2017,Minas Gerais,MG,1,1,Programas básicos,56.0,507.0,56.0,17.0,39.0,21.0,13.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIVERSIDADE FEDERAL DE VIÇOSA
8,2022,Minas Gerais,MG,1,1,Educação,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,9.0,24.0,18.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,UNIVERSIDADE FEDERAL DE VIÇOSA
8,2017,Minas Gerais,MG,1,1,"Ciências naturais, matemática e estatística",56.0,407.0,55.0,37.0,18.0,25.0,4.0,26.0,0.0,0.0,0.0,23.0,6.0,17.0,13.0,2.0,7.0,1.0,0.0,0.0,0.0,1.0,UNIVERSIDADE FEDERAL DE VIÇOSA
8,2017,Minas Gerais,MG,1,1,Computação e Tecnologias da Informação e Comunicação (TIC),59.0,456.0,56.0,4.0,52.0,23.0,4.0,29.0,0.0,0.0,0.0,19.0,18.0,1.0,10.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,UNIVERSIDADE FEDERAL DE VIÇOSA
8,2017,Minas Gerais,MG,1,1,"Engenharia, produção e construção",56.0,320.0,35.0,18.0,17.0,14.0,4.0,15.0,1.0,0.0,1.0,17.0,3.0,14.0,9.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,UNIVERSIDADE FEDERAL DE VIÇOSA
8,2017,Minas Gerais,MG,1,1,Educação,17.0,38.0,19.0,10.0,9.0,10.0,1.0,8.0,0.0,0.0,0.0,28.0,5.0,23.0,19.0,3.0,5.0,0.0,1.0,0.0,0.0,0.0,UNIVERSIDADE FEDERAL DE VIÇOSA
8,2017,Minas Gerais,MG,1,1,"Ciências sociais, comunicação e informação",49.0,596.0,49.0,27.0,22.0,25.0,8.0,15.0,1.0,0.0,0.0,29.0,8.0,21.0,15.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,UNIVERSIDADE FEDERAL DE VIÇOSA
8,2017,Minas Gerais,MG,1,1,Educação,2.0,4.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,24.0,7.0,17.0,9.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,UNIVERSIDADE FEDERAL DE VIÇOSA
8,2017,Minas Gerais,MG,1,1,"Ciências sociais, comunicação e informação",15.0,32.0,16.0,10.0,6.0,9.0,2.0,4.0,0.0,1.0,0.0,15.0,3.0,12.0,8.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,UNIVERSIDADE FEDERAL DE VIÇOSA
8,2017,Minas Gerais,MG,1,1,"Ciências sociais, comunicação e informação",70.0,351.0,65.0,21.0,44.0,29.0,9.0,25.0,1.0,1.0,0.0,37.0,24.0,13.0,25.0,2.0,9.0,0.0,1.0,0.0,0.0,0.0,UNIVERSIDADE FEDERAL DE VIÇOSA
8,2017,Minas Gerais,MG,1,1,"Negócios, administração e direito",50.0,776.0,50.0,23.0,27.0,25.0,4.0,21.0,0.0,0.0,0.0,29.0,11.0,18.0,14.0,1.0,13.0,1.0,0.0,0.0,0.0,0.0,UNIVERSIDADE FEDERAL DE VIÇOSA
8,2017,Minas Gerais,MG,1,1,"Ciências naturais, matemática e estatística",6.0,20.0,10.0,9.0,1.0,6.0,1.0,3.0,0.0,0.0,0.0,33.0,13.0,20.0,21.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,UNIVERSIDADE FEDERAL DE VIÇOSA
8,2022,Minas Gerais,MG,1,1,Computação e Tecnologias da Informação e Comunicação (TIC),44.0,258.0,44.0,7.0,37.0,23.0,5.0,14.0,0.0,0.0,2.0,20.0,16.0,4.0,7.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,UNIVERSIDADE FEDERAL DE VIÇOSA
8,2022,Minas Gerais,MG,1,1,"Ciências sociais, comunicação e informação",44.0,234.0,43.0,30.0,13.0,25.0,9.0,9.0,0.0,0.0,0.0,30.0,12.0,18.0,13.0,5.0,12.0,0.0,0.0,0.0,1.0,0.0,UNIVERSIDADE FEDERAL DE VIÇOSA
8,2022,Minas Gerais,MG,1,1,"Ciências naturais, matemática e estatística",35.0,34.0,6.0,4.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,UNIVERSIDADE FEDERAL DE VIÇOSA
8,2022,Minas Gerais,MG,1,1,"Engenharia, produção e construção",71.0,97.0,35.0,14.0,21.0,19.0,3.0,13.0,0.0,0.0,0.0,11.0,6.0,5.0,6.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,UNIVERSIDADE FEDERAL DE VIÇOSA
8,2022,Minas Gerais,MG,1,1,"Engenharia, produção e construção",71.0,127.0,39.0,14.0,25.0,20.0,7.0,12.0,0.0,0.0,0.0,13.0,5.0,8.0,6.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,UNIVERSIDADE FEDERAL DE VIÇOSA
8,2022,Minas Gerais,MG,1,1,"Negócios, administração e direito",70.0,131.0,50.0,24.0,26.0,30.0,4.0,14.0,2.0,0.0,0.0,29.0,15.0,14.0,11.0,6.0,11.0,1.0,0.0,0.0,0.0,0.0,UNIVERSIDADE FEDERAL DE VIÇOSA
8,2022,Minas Gerais,MG,1,1,"Ciências naturais, matemática e estatística",70.0,126.0,34.0,22.0,12.0,16.0,1.0,15.0,1.0,0.0,1.0,15.0,8.0,7.0,8.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,UNIVERSIDADE FEDERAL DE VIÇOSA
8,2022,Minas Gerais,MG,1,1,"Engenharia, produção e construção",43.0,103.0,38.0,21.0,17.0,18.0,8.0,12.0,0.0,0.0,0.0,8.0,1.0,7.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,UNIVERSIDADE FEDERAL DE VIÇOSA
8,2022,Minas Gerais,MG,1,1,"Engenharia, produção e construção",70.0,53.0,12.0,9.0,3.0,6.0,2.0,2.0,0.0,0.0,2.0,10.0,3.0,7.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,UNIVERSIDADE FEDERAL DE VIÇOSA
8,2022,Minas Gerais,MG,1,1,"Agricultura, silvicultura, pesca e veterinária",55.0,179.0,52.0,19.0,33.0,28.0,6.0,15.0,2.0,0.0,1.0,36.0,29.0,7.0,19.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,UNIVERSIDADE FEDERAL DE VIÇOSA
8,2022,Minas Gerais,MG,1,1,Saúde e bem-estar,45.0,206.0,32.0,27.0,5.0,21.0,2.0,8.0,1.0,0.0,0.0,32.0,4.0,28.0,17.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,UNIVERSIDADE FEDERAL DE VIÇOSA
8,2022,Minas Gerais,MG,1,1,"Agricultura, silvicultura, pesca e veterinária",67.0,948.0,67.0,42.0,25.0,33.0,8.0,25.0,0.0,0.0,1.0,51.0,14.0,37.0,22.0,5.0,24.0,0.0,0.0,0.0,4.0,0.0,UNIVERSIDADE FEDERAL DE VIÇOSA
8,2022,Minas Gerais,MG,1,1,"Negócios, administração e direito",49.0,114.0,47.0,25.0,22.0,23.0,3.0,18.0,1.0,1.0,1.0,26.0,12.0,14.0,10.0,8.0,5.0,3.0,0.0,0.0,0.0,0.0,UNIVERSIDADE FEDERAL DE VIÇOSA
8,2022,Minas Gerais,MG,1,1,Artes e humanidades,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,6.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIVERSIDADE FEDERAL DE VIÇOSA
8,2022,Minas Gerais,MG,1,1,"Agricultura, silvicultura, pesca e veterinária",69.0,125.0,69.0,35.0,34.0,34.0,6.0,26.0,1.0,0.0,2.0,31.0,16.0,15.0,16.0,2.0,13.0,0.0,0.0,0.0,1.0,0.0,UNIVERSIDADE FEDERAL DE VIÇOSA
8,2022,Minas Gerais,MG,1,1,"Engenharia, produção e construção",47.0,132.0,46.0,3.0,43.0,22.0,4.0,20.0,0.0,0.0,0.0,29.0,24.0,5.0,13.0,0.0,16.0,0.0,0.0,0.0,1.0,0.0,UNIVERSIDADE FEDERAL DE VIÇOSA
8,2022,Minas Gerais,MG,1,1,"Engenharia, produção e construção",44.0,92.0,42.0,24.0,18.0,21.0,3.0,16.0,2.0,0.0,0.0,23.0,10.0,13.0,13.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,UNIVERSIDADE FEDERAL DE VIÇOSA
8,2022,Minas Gerais,MG,1,1,Educação,3.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,11.0,8.0,3.0,4.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,UNIVERSIDADE FEDERAL DE VIÇOSA
8,2022,Minas Gerais,MG,1,1,"Ciências naturais, matemática e estatística",2.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,9.0,9.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,UNIVERSIDADE FEDERAL DE VIÇOSA
8,2022,Minas Gerais,MG,1,1,Educação,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,9.0,5.0,7.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,UNIVERSIDADE FEDERAL DE VIÇOSA
8,2022,Minas Gerais,MG,1,1,"Ciências sociais, comunicação e informação",17.0,17.0,17.0,6.0,11.0,5.0,4.0,8.0,0.0,0.0,0.0,11.0,5.0,6.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,UNIVERSIDADE FEDERAL DE VIÇOSA
8,2022,Minas Gerais,MG,1,1,"Engenharia, produção e construção",45.0,109.0,42.0,9.0,33.0,23.0,7.0,11.0,1.0,0.0,0.0,36.0,26.0,10.0,18.0,4.0,13.0,0.0,1.0,0.0,0.0,0.0,UNIVERSIDADE FEDERAL DE VIÇOSA
8,2022,Minas Gerais,MG,1,1,Educação,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,32.0,13.0,19.0,14.0,6.0,11.0,1.0,0.0,0.0,0.0,0.0,UNIVERSIDADE FEDERAL DE VIÇOSA
8,2022,Minas Gerais,MG,1,1,Educação,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,4.0,12.0,8.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,UNIVERSIDADE FEDERAL DE VIÇOSA
8,2022,Minas Gerais,MG,1,1,Educação,2.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,UNIVERSIDADE FEDERAL DE VIÇOSA
8,2022,Minas Gerais,MG,1,1,Educação,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,2.0,5.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,UNIVERSIDADE FEDERAL DE VIÇOSA
8,2017,Minas Gerais,MG,1,1,Saúde e bem-estar,54.0,683.0,50.0,40.0,10.0,18.0,5.0,24.0,1.0,0.0,2.0,22.0,1.0,21.0,11.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,UNIVERSIDADE FEDERAL DE VIÇOSA
8,2022,Minas Gerais,MG,1,1,Educação,2.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,11.0,1.0,10.0,6.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,UNIVERSIDADE FEDERAL DE VIÇOSA
8,2022,Minas Gerais,MG,1,1,Educação,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,8.0,7.0,6.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,UNIVERSIDADE FEDERAL DE VIÇOSA
8,2022,Minas Gerais,MG,1,1,"Ciências naturais, matemática e estatística",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIVERSIDADE FEDERAL DE VIÇOSA
8,2022,Minas Gerais,MG,1,1,Artes e humanidades,14.0,14.0,14.0,7.0,7.0,7.0,4.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,UNIVERSIDADE FEDERAL DE VIÇOSA
8,2022,Minas Gerais,MG,1,1,"Engenharia, produção e construção",46.0,121.0,45.0,17.0,28.0,25.0,4.0,15.0,1.0,0.0,0.0,19.0,15.0,4.0,12.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,UNIVERSIDADE FEDERAL DE VIÇOSA
8,2022,Minas Gerais,MG,1,1,"Engenharia, produção e construção",68.0,134.0,66.0,52.0,14.0,29.0,7.0,28.0,1.0,0.0,1.0,37.0,12.0,25.0,18.0,5.0,13.0,1.0,0.0,0.0,0.0,1.0,UNIVERSIDADE FEDERAL DE VIÇOSA
8,2022,Minas Gerais,MG,1,1,"Engenharia, produção e construção",57.0,86.0,49.0,22.0,27.0,14.0,6.0,25.0,1.0,2.0,1.0,14.0,10.0,4.0,4.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0,UNIVERSIDADE FEDERAL DE VIÇOSA
8,2017,Minas Gerais,MG,1,1,Computação e Tecnologias da Informação e Comunicação (TIC),122.0,842.0,108.0,18.0,90.0,47.0,13.0,35.0,6.0,0.0,7.0,23.0,16.0,7.0,9.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,UNIVERSIDADE FEDERAL DE VIÇOSA
8,2022,Minas Gerais,MG,1,1,"Negócios, administração e direito",73.0,811.0,67.0,38.0,29.0,35.0,2.0,30.0,0.0,0.0,0.0,46.0,22.0,24.0,23.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,UNIVERSIDADE FEDERAL DE VIÇOSA
8,2022,Minas Gerais,MG,1,1,Serviços,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,UNIVERSIDADE FEDERAL DE VIÇOSA
8,2022,Minas Gerais,MG,1,1,Educação,84.0,100.0,49.0,38.0,11.0,22.0,9.0,14.0,2.0,0.0,2.0,19.0,4.0,15.0,0.0,8.0,8.0,0.0,0.0,3.0,1.0,0.0,UNIVERSIDADE FEDERAL DE VIÇOSA
8,2022,Minas Gerais,MG,1,1,Educação,42.0,123.0,42.0,10.0,32.0,16.0,7.0,17.0,2.0,0.0,0.0,24.0,13.0,11.0,11.0,5.0,7.0,1.0,0.0,0.0,0.0,0.0,UNIVERSIDADE FEDERAL DE VIÇOSA
8,2017,Minas Gerais,MG,1,1,"Ciências naturais, matemática e estatística",49.0,181.0,19.0,8.0,11.0,12.0,1.0,6.0,0.0,0.0,0.0,12.0,2.0,10.0,5.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,UNIVERSIDADE FEDERAL DE VIÇOSA
8,2022,Minas Gerais,MG,1,1,Saúde e bem-estar,74.0,207.0,74.0,26.0,48.0,34.0,11.0,26.0,2.0,1.0,0.0,58.0,33.0,25.0,29.0,10.0,19.0,0.0,0.0,0.0,0.0,0.0,UNIVERSIDADE FEDERAL DE VIÇOSA
8,2022,Minas Gerais,MG,1,1,Educação,51.0,154.0,44.0,43.0,1.0,22.0,7.0,15.0,0.0,0.0,0.0,15.0,0.0,15.0,5.0,0.0,8.0,2.0,0.0,0.0,1.0,0.0,UNIVERSIDADE FEDERAL DE VIÇOSA
8,2012,Minas Gerais,MG,1,1,Educação,25.0,95.0,26.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIVERSIDADE FEDERAL DE VIÇOSA
8,2022,Minas Gerais,MG,1,1,Saúde e bem-estar,56.0,401.0,56.0,43.0,13.0,26.0,8.0,20.0,0.0,1.0,1.0,35.0,6.0,29.0,14.0,2.0,16.0,2.0,1.0,0.0,1.0,0.0,UNIVERSIDADE FEDERAL DE VIÇOSA
8,2022,Minas Gerais,MG,1,1,"Agricultura, silvicultura, pesca e veterinária",57.0,134.0,53.0,21.0,32.0,23.0,9.0,21.0,0.0,0.0,0.0,9.0,6.0,3.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,UNIVERSIDADE FEDERAL DE VIÇOSA
8,2022,Minas Gerais,MG,1,1,"Engenharia, produção e construção",56.0,120.0,48.0,31.0,17.0,23.0,6.0,19.0,0.0,0.0,0.0,18.0,6.0,12.0,8.0,1.0,7.0,1.0,1.0,0.0,1.0,0.0,UNIVERSIDADE FEDERAL DE VIÇOSA
8,2017,Minas Gerais,MG,1,1,Programas básicos,124.0,701.0,104.0,21.0,83.0,43.0,8.0,49.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,UNIVERSIDADE FEDERAL DE VIÇOSA
8,2017,Minas Gerais,MG,1,1,Programas básicos,23.0,425.0,23.0,19.0,4.0,13.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIVERSIDADE FEDERAL DE VIÇOSA
8,2017,Minas Gerais,MG,1,1,Programas básicos,62.0,589.0,61.0,30.0,31.0,25.0,9.0,25.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIVERSIDADE FEDERAL DE VIÇOSA
8,2017,Minas Gerais,MG,1,1,Programas básicos,99.0,1082.0,98.0,54.0,44.0,46.0,9.0,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIVERSIDADE FEDERAL DE VIÇOSA
8,2022,Minas Gerais,MG,1,1,"Engenharia, produção e construção",66.0,196.0,64.0,29.0,35.0,36.0,8.0,20.0,0.0,0.0,0.0,39.0,16.0,23.0,18.0,0.0,20.0,1.0,0.0,0.0,0.0,0.0,UNIVERSIDADE FEDERAL DE VIÇOSA
8,2022,Minas Gerais,MG,1,1,Educação,6.0,6.0,6.0,5.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIVERSIDADE FEDERAL DE VIÇOSA
12,2012,Rio Grande do Sul,RS,1,1,"Engenharia, produção e construção",25.0,143.0,26.0,11.0,15.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIVERSIDADE FEDERAL DO RIO GRANDE
12,2017,Rio Grande do Sul,RS,1,1,Educação,366.0,239.0,46.0,27.0,19.0,37.0,0.0,5.0,0.0,0.0,4.0,3.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,UNIVERSIDADE FEDERAL DO RIO GRANDE
12,2022,Rio Grande do Sul,RS,1,1,Artes e humanidades,77.0,252.0,40.0,23.0,17.0,28.0,2.0,9.0,0.0,0.0,1.0,8.0,1.0,7.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,UNIVERSIDADE FEDERAL DO RIO GRANDE
12,2017,Rio Grande do Sul,RS,1,1,"Engenharia, produção e construção",285.0,406.0,30.0,12.0,18.0,25.0,2.0,2.0,0.0,0.0,1.0,8.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIVERSIDADE FEDERAL DO RIO GRANDE
12,2012,Rio Grande do Sul,RS,1,1,"Engenharia, produção e construção",50.0,350.0,60.0,23.0,37.0,0.0,0.0,0.0,1.0,0.0,59.0,12.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,UNIVERSIDADE FEDERAL DO RIO GRANDE
12,2012,Rio Grande do Sul,RS,1,1,"Engenharia, produção e construção",75.0,589.0,84.0,38.0,46.0,1.0,0.0,0.0,0.0,0.0,83.0,35.0,16.0,19.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,UNIVERSIDADE FEDERAL DO RIO GRANDE
12,2012,Rio Grande do Sul,RS,1,1,"Engenharia, produção e construção",50.0,178.0,59.0,37.0,22.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIVERSIDADE FEDERAL DO RIO GRANDE
12,2012,Rio Grande do Sul,RS,1,1,Saúde e bem-estar,60.0,962.0,69.0,58.0,11.0,1.0,1.0,0.0,0.0,0.0,67.0,38.0,6.0,32.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,UNIVERSIDADE FEDERAL DO RIO GRANDE
12,2017,Rio Grande do Sul,RS,1,1,"Engenharia, produção e construção",246.0,354.0,31.0,15.0,16.0,24.0,1.0,3.0,0.0,0.0,3.0,6.0,4.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,UNIVERSIDADE FEDERAL DO RIO GRANDE
12,2012,Rio Grande do Sul,RS,1,1,"Engenharia, produção e construção",50.0,214.0,53.0,35.0,18.0,1.0,0.0,0.0,0.0,0.0,52.0,12.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,UNIVERSIDADE FEDERAL DO RIO GRANDE
12,2022,Rio Grande do Sul,RS,1,1,"Engenharia, produção e construção",225.0,80.0,13.0,7.0,6.0,9.0,2.0,1.0,0.0,1.0,0.0,7.0,4.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIVERSIDADE FEDERAL DO RIO GRANDE
12,2012,Rio Grande do Sul,RS,1,1,Computação e Tecnologias da Informação e Comunicação (TIC),50.0,232.0,52.0,10.0,42.0,0.0,0.0,0.0,0.0,0.0,52.0,22.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,0.0,UNIVERSIDADE FEDERAL DO RIO GRANDE
12,2012,Rio Grande do Sul,RS,1,1,"Engenharia, produção e construção",75.0,378.0,80.0,19.0,61.0,0.0,0.0,0.0,0.0,0.0,80.0,22.0,19.0,3.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,UNIVERSIDADE FEDERAL DO RIO GRANDE
12,2012,Rio Grande do Sul,RS,1,1,"Engenharia, produção e construção",50.0,455.0,62.0,9.0,53.0,0.0,0.0,0.0,0.0,0.0,62.0,16.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,UNIVERSIDADE FEDERAL DO RIO GRANDE
12,2022,Rio Grande do Sul,RS,1,1,"Negócios, administração e direito",84.0,395.0,47.0,36.0,11.0,34.0,2.0,11.0,0.0,0.0,0.0,3.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIVERSIDADE FEDERAL DO RIO GRANDE
12,2022,Rio Grande do Sul,RS,1,1,Educação,249.0,47.0,13.0,2.0,11.0,13.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,6.0,8.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,UNIVERSIDADE FEDERAL DO RIO GRANDE
12,2012,Rio Grande do Sul,RS,1,1,Educação,30.0,341.0,39.0,17.0,22.0,1.0,0.0,0.0,0.0,0.0,38.0,16.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,UNIVERSIDADE FEDERAL DO RIO GRANDE
12,2022,Rio Grande do Sul,RS,1,1,"Engenharia, produção e construção",222.0,74.0,13.0,4.0,9.0,9.0,2.0,2.0,0.0,0.0,0.0,8.0,2.0,6.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,UNIVERSIDADE FEDERAL DO RIO GRANDE
12,2022,Rio Grande do Sul,RS,1,1,"Engenharia, produção e construção",116.0,190.0,30.0,15.0,15.0,24.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIVERSIDADE FEDERAL DO RIO GRANDE
12,2012,Rio Grande do Sul,RS,1,1,"Engenharia, produção e construção",25.0,131.0,26.0,5.0,21.0,1.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIVERSIDADE FEDERAL DO RIO GRANDE
12,2012,Rio Grande do Sul,RS,1,1,"Engenharia, produção e construção",50.0,274.0,61.0,41.0,20.0,1.0,0.0,0.0,0.0,0.0,60.0,33.0,11.0,22.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,UNIVERSIDADE FEDERAL DO RIO GRANDE
12,2012,Rio Grande do Sul,RS,1,1,Educação,0.0,0.0,28.0,13.0,15.0,0.0,0.0,0.0,0.0,0.0,28.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,UNIVERSIDADE FEDERAL DO RIO GRANDE
12,2012,Rio Grande do Sul,RS,1,1,"Engenharia, produção e construção",40.0,195.0,41.0,6.0,35.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIVERSIDADE FEDERAL DO RIO GRANDE
12,2012,Rio Grande do Sul,RS,1,1,"Negócios, administração e direito",54.0,715.0,62.0,30.0,32.0,0.0,0.0,0.0,0.0,0.0,62.0,46.0,21.0,25.0,0.0,0.0,0.0,0.0,0.0,46.0,1.0,0.0,UNIVERSIDADE FEDERAL DO RIO GRANDE
12,2012,Rio Grande do Sul,RS,1,1,"Ciências sociais, comunicação e informação",40.0,223.0,47.0,39.0,8.0,0.0,0.0,0.0,0.0,0.0,47.0,23.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,UNIVERSIDADE FEDERAL DO RIO GRANDE
12,2012,Rio Grande do Sul,RS,1,1,"Engenharia, produção e construção",60.0,472.0,70.0,33.0,37.0,0.0,0.0,0.0,0.0,0.0,70.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,UNIVERSIDADE FEDERAL DO RIO GRANDE
12,2022,Rio Grande do Sul,RS,1,1,Educação,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIVERSIDADE FEDERAL DO RIO GRANDE
12,2012,Rio Grande do Sul,RS,1,1,Computação e Tecnologias da Informação e Comunicação (TIC),40.0,169.0,40.0,8.0,32.0,0.0,0.0,0.0,0.0,0.0,40.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,UNIVERSIDADE FEDERAL DO RIO GRANDE
