Data_Medicao,NUMERO_DE_DIAS_COM_PRECIP_PLUV_MENSAL_AUT_n_mero_,PRECIPITACAO_TOTAL_MENSAL_AUT_mm_,PRESSAO_ATMOSFERICA_MEDIA_MENSAL_AUT_mB_,TEMPERATURA_MEDIA_MENSAL_AUT_C_,VENTO_VELOCIDADE_MAXIMA_MENSAL_AUT_m_s_,VENTO_VELOCIDADE_MEDIA_MENSAL_AUT_m_s_,Unnamed_7
2012-08-31,,121.4,1018.2,24.0,4.4,1.7,
2012-09-30,,121.4,1018.2,24.0,4.4,1.7,
2012-10-31,,55.4,1014.5,25.2,4.8,2.0,
2012-11-30,,1.8,1011.8,26.6,5.3,2.6,
2012-12-31,,10.6,1011.9,26.9,5.2,2.2,
2013-01-31,,25.6,1012.4,27.4,5.3,2.4,
2013-02-28,,20.2,1012.2,27.6,5.0,2.1,
2013-03-31,,37.8,1012.3,27.7,5.2,1.9,
2013-04-30,,225.0,1012.6,26.9,4.4,1.6,
2013-05-31,,202.0,1014.0,25.9,4.4,1.1,
2013-06-30,,172.4,1015.2,25.1,4.4,1.0,
2013-07-31,,210.8,1016.7,24.6,4.5,1.3,
2013-08-31,,145.8,1016.4,24.4,4.5,1.4,
2013-09-30,,49.0,1016.1,25.1,4.6,1.6,
2013-10-31,,177.2,1014.7,25.6,5.2,2.0,
2013-11-30,,59.0,1012.4,26.0,5.1,1.9,
2013-12-31,,8.2,1011.9,26.9,5.2,2.3,
2014-01-31,,16.2,1013.2,26.9,4.7,1.6,
2014-02-28,,45.8,1012.0,26.8,4.6,1.4,
2014-03-31,,73.2,1012.6,26.9,4.5,1.4,
2014-04-30,,147.4,1012.6,26.8,3.8,1.1,
2014-05-31,,147.4,1013.6,25.8,4.4,1.1,
2014-06-30,,147.4,1013.6,25.8,3.8,1.1,
2014-07-31,,147.4,1018.1,24.4,4.6,1.3,
2014-08-31,,147.4,1017.7,24.2,4.6,1.3,
2014-09-30,,45.0,1016.5,24.8,4.9,1.9,
2014-10-31,,138.4,1015.4,25.5,5.1,2.2,
2014-11-30,,81.6,1012.9,25.9,5.4,2.1,
2014-12-31,,20.6,1013.4,26.3,5.3,2.1,
2015-01-31,,8.8,1014.2,27.0,5.0,2.1,
2015-02-28,,70.2,1013.0,27.1,5.0,1.8,
2015-03-31,,120.0,1012.6,27.1,5.0,1.6,
2015-04-30,,80.0,1012.5,27.2,4.7,1.4,
2015-05-31,,168.0,1014.2,26.1,4.0,0.9,
2015-06-30,,234.2,1016.5,25.1,4.4,1.1,
2015-07-31,,323.0,1017.1,24.7,4.3,1.3,
2015-08-31,,69.2,1017.3,24.3,4.5,1.4,
2015-09-30,,26.4,1015.9,25.1,4.7,1.8,
2015-10-31,,36.8,1015.3,25.9,6.0,2.2,
2015-11-30,,1.6,1012.5,26.9,6.4,3.0,
2015-12-31,,25.6,1014.0,27.1,6.3,2.4,
2016-01-31,,93.0,1012.4,27.4,5.7,2.0,
2016-02-29,,41.2,1013.4,27.2,4.7,1.6,
2016-03-31,,82.6,1013.5,27.6,4.8,1.6,
2016-04-30,,82.6,1013.5,27.6,4.3,1.6,
2016-05-31,,82.6,1013.5,27.6,4.3,1.6,
2016-06-30,,82.6,1013.5,27.6,4.3,1.6,
2016-07-31,,82.6,1013.5,27.6,4.7,1.6,
2016-08-31,,82.6,1013.5,27.6,5.1,1.6,
2016-09-30,,82.6,1013.5,27.6,5.1,1.6,
2016-10-31,,82.6,1013.5,27.6,5.1,1.6,
2016-11-30,,4.0,1012.7,27.1,6.7,3.1,
2016-12-31,,11.2,1012.4,27.5,7.1,3.0,
2017-01-31,,4.6,1012.9,27.5,5.4,2.4,
2017-02-28,,18.8,1012.4,27.6,5.3,2.2,
2017-03-31,,18.8,1012.1,27.7,5.0,1.8,
2017-04-30,,18.8,1012.8,27.3,4.9,1.5,
2017-05-31,,55.4,1014.1,26.3,4.8,1.4,
2017-06-30,,314.6,1016.0,25.3,5.1,1.4,
2017-07-31,,182.4,1019.0,24.4,4.5,1.8,
2017-08-31,,116.8,1017.3,24.0,5.2,1.2,
2017-09-30,,215.0,1018.0,24.4,5.1,1.9,
2017-10-31,,47.4,1015.2,25.5,5.5,2.0,
2017-11-30,,0.8,1012.6,26.4,6.0,2.7,
2017-12-31,,0.8,1012.2,26.9,6.6,2.6,
2018-01-31,,0.8,1012.7,27.3,6.3,2.3,
2018-02-28,,0.8,1011.8,27.3,5.6,2.2,
2018-03-31,,0.8,1011.9,27.4,5.5,2.1,
2018-04-30,,37.2,1013.5,26.4,4.3,1.2,
2018-05-31,,122.2,1014.8,25.8,4.4,1.2,
2018-06-30,,103.2,1016.9,25.0,4.3,1.2,
2018-07-31,,123.2,1017.5,24.1,5.0,1.2,
2018-08-31,,21.2,1017.7,24.4,4.9,1.5,
2018-09-30,,24.4,1015.5,25.4,5.2,2.1,
2018-10-31,,22.2,1013.6,26.6,6.3,2.7,
2018-11-30,,15.4,1013.0,26.9,5.2,2.7,
2018-12-31,,23.8,1013.9,27.3,5.9,2.4,
2019-01-31,,57.2,1017.2,27.3,4.6,1.8,
2019-02-28,,64.0,1016.2,28.1,5.1,2.1,
2019-03-31,,135.0,1016.3,28.0,5.9,1.7,
2019-04-30,,131.4,1017.7,27.2,4.2,1.2,
2019-05-31,,102.8,1023.7,26.2,4.0,0.9,
2019-06-30,,172.0,1032.0,25.0,4.6,1.2,
2019-07-31,,212.2,1032.0,24.6,4.0,1.3,
2019-08-31,,100.4,1032.0,24.3,4.1,1.4,
2019-09-30,,34.2,1032.0,25.2,5.0,1.6,
2019-10-31,,11.0,1032.0,26.4,5.2,2.0,
2019-11-30,,2.2,1032.0,27.2,5.4,1.6,
2019-12-31,,17.8,1012.2,27.5,5.6,2.0,
2020-01-31,3.0,17.8,1012.0,27.9,5.4,2.4,
2020-02-29,8.0,17.8,1012.0,27.8,4.6,2.4,
2020-03-31,14.0,140.6,1011.5,27.6,4.6,1.3,
2020-04-30,19.0,242.6,1012.7,26.9,4.2,0.6,
2020-05-31,24.0,284.8,1014.3,26.1,0.0,0.0,
2020-06-30,22.0,284.8,1015.6,25.4,0.0,0.0,
2020-07-31,4.0,284.8,1015.6,25.4,0.0,0.0,
2020-08-31,4.0,284.8,1015.6,25.4,0.0,0.0,
2020-09-30,4.0,284.8,1015.6,25.4,0.0,0.0,
2020-10-31,4.0,284.8,1015.6,25.4,0.0,0.0,
2020-11-30,4.0,284.8,1015.6,25.4,0.0,0.0,
2020-12-31,4.0,284.8,1015.6,25.4,0.0,0.0,
2021-01-31,4.0,284.8,1015.6,25.4,0.0,0.0,
2021-02-28,4.0,284.8,1015.6,25.4,0.0,0.0,
2021-03-31,4.0,284.8,1015.6,25.4,0.0,0.0,
2021-04-30,4.0,284.8,1015.6,25.4,0.0,0.0,
2021-05-31,4.0,284.8,1015.6,25.4,0.0,0.0,
2021-06-30,4.0,284.8,1015.6,25.4,0.0,0.0,
2021-07-31,4.0,284.8,1015.6,25.4,0.0,0.0,
2021-08-31,4.0,284.8,1015.6,25.4,0.0,0.0,
2021-09-30,4.0,284.8,1015.6,25.4,0.0,0.0,
2021-10-31,4.0,284.8,1015.6,25.4,0.0,0.0,
2021-11-30,2.0,284.8,1015.6,25.4,0.0,0.0,
2021-12-31,2.0,284.8,1015.6,25.4,0.0,0.0,
2022-01-31,2.0,284.8,1015.6,25.4,0.0,0.0,
2022-02-28,2.0,284.8,1015.6,25.4,0.0,0.0,
2022-03-31,2.0,284.8,1015.6,25.4,0.0,0.0,
2022-04-30,2.0,284.8,1015.6,25.4,0.0,0.0,
2022-05-31,2.0,284.8,1015.6,25.4,0.0,0.0,
2022-06-30,22.0,284.8,1015.0,25.1,0.0,0.0,
2022-07-31,29.0,207.8,1016.4,24.6,0.0,0.0,
2022-08-31,4.0,207.8,1016.4,24.6,0.0,0.0,
2022-09-30,4.0,207.8,1016.4,24.6,0.0,0.0,
2022-10-31,4.0,207.8,1016.4,24.6,0.0,0.0,
2022-11-30,4.0,207.8,1016.4,24.6,0.0,0.0,
2022-12-31,4.0,207.8,1016.4,24.6,0.0,0.0,
2023-01-31,4.0,207.8,1016.4,24.6,0.0,0.0,
2023-02-28,4.0,207.8,1016.4,24.6,0.0,0.0,
2023-03-31,4.0,207.8,1016.4,24.6,0.0,0.0,
2023-04-30,4.0,207.8,1016.4,24.6,0.0,0.0,
2023-05-31,4.0,207.8,1016.4,24.6,0.0,0.0,
2023-06-30,4.0,207.8,1016.4,24.6,0.0,0.0,
2023-07-31,4.0,207.8,1016.4,24.6,0.0,0.0,
2023-08-31,4.0,207.8,1016.4,24.6,0.0,0.0,
2023-09-30,4.0,207.8,1016.4,24.6,0.0,0.0,
2023-10-31,4.0,207.8,1016.4,24.6,0.0,0.0,
2023-11-30,7.0,34.8,1012.5,27.0,5.8,2.7,
2023-12-31,15.0,42.2,1012.3,27.2,5.6,2.2,
2024-01-31,7.0,39.2,1012.2,28.1,6.3,2.5,
2024-02-29,21.0,84.8,1012.8,28.3,5.3,1.8,
2024-03-31,17.0,72.4,1011.8,28.7,4.6,1.7,
2024-04-30,23.0,245.0,1011.4,27.9,4.0,1.2,
2024-05-31,26.0,391.6,1013.5,26.7,4.2,1.2,
2024-06-30,27.0,250.2,1015.8,25.5,4.3,1.4,
2024-07-31,19.0,250.2,1015.8,25.5,4.2,1.4,
2010-01-31,7.0,32.6,1011.8,27.3,9.9,4.6,
2010-02-28,10.0,27.6,1011.5,27.8,11.2,4.5,
2010-03-31,7.0,27.6,1011.5,27.8,11.2,4.5,
2010-04-30,7.0,27.6,1011.5,27.8,11.2,4.5,
2010-05-31,7.0,27.6,1011.5,27.8,11.2,4.5,
2010-06-30,7.0,27.6,1011.5,27.8,11.2,4.5,
2010-07-31,7.0,27.6,1011.5,27.8,11.2,4.5,
2010-08-31,7.0,27.6,1011.5,27.8,11.2,4.5,
2010-09-30,7.0,27.6,1011.5,27.8,11.2,4.5,
2010-10-31,1.0,27.6,1011.5,27.8,11.2,4.5,
2010-11-30,20.0,389.8,1009.8,25.1,15.4,7.2,
2010-12-31,8.0,15.8,1008.0,25.7,12.3,6.3,
2011-01-31,10.0,16.6,1010.1,26.2,12.1,4.8,
2011-02-28,11.0,18.4,1010.8,27.0,10.4,4.5,
2011-03-31,14.0,83.2,1009.2,26.6,15.3,4.8,
2011-04-30,19.0,152.2,1012.0,26.7,9.5,4.5,
2011-05-31,12.0,55.0,1013.7,25.4,11.1,3.9,
2011-06-30,3.0,55.0,1013.7,24.6,11.9,3.9,
2011-07-31,7.0,14.2,1016.5,24.0,11.2,4.9,
2011-08-31,5.0,14.2,1016.5,24.1,13.9,4.9,
2011-09-30,3.0,14.2,1016.5,24.1,12.2,4.9,
2011-10-31,3.0,14.2,1016.5,24.1,12.1,4.9,
2011-11-30,12.0,14.2,1016.5,24.7,13.9,4.9,
2011-12-31,12.0,42.4,1010.7,25.3,13.6,6.3,
2012-01-31,10.0,20.8,1011.9,26.2,11.8,5.8,
2012-02-29,8.0,20.4,1012.3,26.4,9.4,5.0,
2012-03-31,9.0,25.0,1012.1,26.6,11.0,5.0,
2012-04-30,11.0,60.4,1011.9,26.6,10.9,5.0,
2012-05-31,13.0,92.4,1014.5,25.0,15.2,5.7,
2012-06-30,13.0,92.4,1014.5,25.0,15.2,5.7,
2012-07-31,13.0,92.4,1014.5,25.0,15.2,5.7,
2012-08-31,13.0,92.4,1014.5,25.0,15.2,5.7,
2012-09-30,13.0,92.4,1014.5,25.0,15.2,5.7,
2012-10-31,8.0,101.4,1013.8,24.5,13.1,7.3,
2012-11-30,16.0,258.8,1010.2,25.0,14.2,6.2,
2012-12-31,3.0,3.6,1010.5,26.1,10.9,6.2,
2013-01-31,11.0,44.8,1011.2,26.3,13.3,5.9,
2013-02-28,9.0,31.2,1011.8,26.9,9.8,5.3,
2013-03-31,10.0,14.8,1011.3,27.1,12.1,5.5,
2013-04-30,14.0,122.4,1012.7,26.3,12.2,4.6,
2013-05-31,10.0,55.2,1014.0,25.5,9.6,4.5,
2013-06-30,11.0,55.2,1014.0,25.1,12.6,4.5,
2013-07-31,11.0,55.2,1014.0,25.1,12.6,4.5,
2013-08-31,11.0,55.2,1014.0,25.1,12.6,4.5,
2013-09-30,2.0,55.2,1014.0,25.1,12.6,4.5,
2013-10-31,13.0,140.0,1014.4,24.1,14.9,7.1,
2013-11-30,15.0,66.8,1011.7,25.3,14.2,6.7,
2013-12-31,15.0,165.4,1009.2,25.1,15.2,8.2,
2014-01-31,11.0,46.6,1013.0,26.3,9.8,4.8,
2014-02-28,16.0,86.8,1012.2,27.0,10.4,4.6,
2014-03-31,3.0,86.8,1012.2,27.0,10.1,4.6,
2014-04-30,3.0,86.8,1012.2,27.0,10.1,4.6,
2014-05-31,3.0,86.8,1012.2,27.0,10.1,4.6,
2014-06-30,2.0,86.8,1012.2,27.0,10.1,4.6,
2014-07-31,13.0,27.0,1018.9,24.1,11.2,5.3,
2014-08-31,9.0,16.0,1017.8,23.8,15.4,5.3,
2014-09-30,4.0,11.2,1016.2,24.1,15.4,7.4,
2014-10-31,4.0,11.2,1016.2,24.1,15.1,7.4,
2014-11-30,4.0,11.2,1016.2,24.1,15.1,7.4,
2014-12-31,9.0,11.2,1012.2,25.7,12.1,6.6,
2015-01-31,9.0,12.6,1013.4,26.3,12.1,5.6,
2015-02-28,13.0,118.0,1012.3,26.9,12.2,4.9,
2015-03-31,12.0,68.4,1011.6,27.1,14.0,4.5,
2015-04-30,7.0,33.4,1011.8,26.9,17.2,4.3,
2015-05-31,11.0,29.6,1014.8,25.8,17.0,5.1,
2015-06-30,13.0,113.4,1017.4,25.0,12.1,5.1,
2015-07-31,15.0,62.8,1017.9,24.3,13.3,5.1,
2015-08-31,14.0,15.4,1017.7,24.0,9.8,4.9,
2015-09-30,3.0,0.6,1014.4,25.0,13.7,7.8,
2015-10-31,8.0,38.0,1014.2,25.2,12.6,6.9,
2015-11-30,4.0,6.0,1010.5,26.0,12.5,6.9,
2015-12-31,9.0,35.6,1012.7,26.5,12.5,6.9,
2016-01-31,11.0,169.8,1010.6,26.2,12.5,6.9,
2016-02-29,3.0,3.0,1012.5,27.3,12.5,6.9,
2016-03-31,14.0,23.0,1013.1,27.8,12.5,6.9,
2016-04-30,11.0,49.8,1013.0,27.6,12.5,6.9,
2016-05-31,0.0,0.0,1015.0,25.9,12.5,6.9,
2016-06-30,0.0,0.0,1017.0,24.8,12.5,6.9,
2016-07-31,0.0,0.0,1017.5,24.2,12.5,6.9,
2016-08-31,0.0,0.0,1017.5,24.2,12.5,6.9,
2016-09-30,0.0,0.0,1017.5,24.2,12.5,6.9,
2016-10-31,0.0,0.0,1013.0,25.1,15.3,6.9,
2016-11-30,0.0,0.0,1011.8,25.3,17.7,7.2,
2016-12-31,0.0,0.0,1011.3,26.1,15.3,7.2,
2017-01-31,0.0,0.0,1012.5,26.5,11.9,5.0,
2017-02-28,0.0,0.0,1012.0,27.0,11.7,5.0,
2017-03-31,0.0,0.0,1011.4,27.0,12.1,5.0,
2017-04-30,0.0,0.0,1012.8,26.5,12.2,4.4,
2017-05-31,0.0,0.0,1014.5,25.4,13.5,5.1,
2017-06-30,0.0,0.0,1016.7,25.0,11.7,5.1,
2017-07-31,0.0,0.0,1021.1,23.2,14.5,5.9,
2017-08-31,0.0,0.0,1021.1,22.8,12.5,5.9,
2017-09-30,0.0,0.0,1021.1,22.8,10.5,5.9,
2017-10-31,0.0,0.0,1014.2,24.6,14.3,7.6,
2017-11-30,0.0,0.0,1014.2,24.6,14.2,7.6,
2017-12-31,0.0,0.0,1014.2,24.6,14.2,7.6,
2018-01-31,0.0,0.0,1014.2,24.6,14.2,7.6,
2018-02-28,0.0,0.0,1014.2,24.6,14.2,7.6,
2018-03-31,0.0,0.0,1010.3,27.0,13.7,5.5,
2018-04-30,0.0,0.0,1013.6,26.3,10.9,4.1,
2018-05-31,0.0,0.0,1015.2,25.7,10.9,4.1,
2018-06-30,0.0,0.0,1017.1,24.6,10.9,4.1,
2018-07-31,7.0,0.0,1017.6,24.4,12.6,4.1,
2018-08-31,9.0,23.4,1017.2,24.3,14.2,5.4,
2018-09-30,6.0,40.8,1014.3,24.3,14.1,7.1,
2018-10-31,8.0,66.2,1012.4,24.9,16.0,6.6,
2018-11-30,13.0,75.8,1012.5,25.5,12.2,6.0,
2018-12-31,13.0,167.8,1011.6,25.9,15.2,6.7,
2019-01-31,7.0,10.2,1013.7,27.1,11.6,4.8,
2019-02-28,6.0,39.2,1010.5,28.0,11.4,6.1,
2019-03-31,12.0,139.8,1011.2,27.8,14.1,5.0,
2019-04-30,12.0,37.6,1011.5,27.7,11.3,4.7,
2019-05-31,12.0,119.4,1012.7,26.8,15.0,4.1,
2019-06-30,15.0,75.8,1017.2,25.4,11.6,4.8,
2019-07-31,9.0,29.8,1017.3,24.0,13.4,6.2,
2019-08-31,14.0,44.8,1019.2,23.9,11.9,5.3,
2019-09-30,9.0,81.4,1016.1,24.5,12.9,6.5,
2019-10-31,12.0,88.6,1013.6,25.1,12.8,6.2,
2019-11-30,7.0,49.8,1011.0,25.8,13.2,6.2,
2019-12-31,7.0,49.8,1011.4,26.4,13.3,6.2,
2020-01-31,8.0,163.2,1010.3,26.2,17.2,6.4,
2020-02-29,4.0,10.0,1011.4,27.3,10.7,4.9,
2020-03-31,16.0,97.8,1011.2,27.0,12.7,4.3,
2020-04-30,14.0,91.8,1012.8,26.4,14.2,4.6,
2020-05-31,11.0,28.6,1014.9,25.5,13.3,4.8,
2020-06-30,4.0,23.4,1016.6,25.1,10.6,4.4,
2020-07-31,9.0,32.4,1017.0,24.5,11.5,4.7,
2020-08-31,19.0,50.8,1017.3,23.7,18.9,6.5,
2020-09-30,8.0,10.6,1016.1,24.7,13.0,6.3,
2020-10-31,10.0,77.6,1012.4,25.0,17.5,6.5,
2020-11-30,10.0,77.6,1012.4,25.0,17.5,6.5,
2020-12-31,10.0,77.6,1012.4,25.0,17.5,6.5,
2021-01-31,10.0,77.6,1012.4,25.0,17.5,6.5,
2021-02-28,10.0,77.6,1012.4,25.0,17.5,6.5,
2021-03-31,10.0,77.6,1012.4,25.0,17.5,6.5,
2021-04-30,10.0,77.6,1012.4,25.0,17.5,6.5,
2021-05-31,10.0,77.6,1012.4,25.0,17.5,6.5,
2021-06-30,10.0,77.6,1012.4,25.0,17.5,6.5,
2021-07-31,10.0,77.6,1012.4,25.0,17.5,6.5,
2021-08-31,10.0,77.6,1012.4,25.0,17.5,6.5,
2021-09-30,10.0,77.6,1012.4,25.0,17.5,6.5,
2021-10-31,10.0,77.6,1012.4,25.0,17.5,6.5,
2021-11-30,10.0,77.6,1012.4,25.0,17.5,6.5,
2021-12-31,10.0,77.6,1012.4,25.0,17.5,6.5,
2022-01-31,10.0,77.6,1012.4,25.0,17.5,6.5,
2022-02-28,10.0,77.6,1012.4,25.0,17.5,6.5,
2022-03-31,10.0,77.6,1012.4,25.0,17.5,6.5,
2022-04-30,10.0,77.6,1012.4,25.0,17.5,6.5,
2022-05-31,10.0,77.6,1012.4,25.0,17.5,6.5,
2022-06-30,10.0,77.6,1012.4,25.0,17.5,6.5,
2022-07-31,10.0,77.6,1012.4,25.0,17.5,6.5,
2022-08-31,10.0,77.6,1012.4,25.0,17.5,6.5,
2022-09-30,10.0,77.6,1012.4,25.0,17.5,6.5,
2022-10-31,10.0,77.6,1012.4,25.0,17.5,6.5,
2022-11-30,10.0,77.6,1012.4,25.0,17.5,6.5,
2022-12-31,10.0,77.6,1012.4,25.0,17.5,6.5,
2023-01-31,10.0,77.6,1012.4,25.0,17.5,6.5,
2023-02-28,10.0,77.6,1012.4,25.0,17.5,6.5,
2023-03-31,10.0,77.6,1012.4,25.0,17.5,6.5,
2023-04-30,10.0,77.6,1012.4,25.0,17.5,6.5,
2023-05-31,10.0,77.6,1012.4,25.0,17.5,6.5,
2023-06-30,10.0,77.6,1012.4,25.0,17.5,6.5,
2023-07-31,10.0,77.6,1012.4,25.0,17.5,6.5,
2023-08-31,10.0,77.6,1012.4,25.0,17.5,6.5,
2023-09-30,10.0,77.6,1012.4,25.0,17.5,6.5,
2023-10-31,10.0,77.6,1012.4,25.0,17.5,6.5,
2023-11-30,10.0,77.6,1012.4,25.0,17.5,6.5,
2023-12-31,10.0,77.6,1012.4,25.0,17.5,6.5,
2024-01-31,10.0,77.6,1012.4,25.0,17.5,6.5,
2024-02-29,10.0,77.6,1012.4,25.0,17.5,6.5,
2024-03-31,10.0,77.6,1012.4,25.0,17.5,6.5,
2024-04-30,10.0,77.6,1012.4,25.0,17.5,6.5,
2024-05-31,10.0,77.6,1012.4,25.0,17.5,6.5,
2024-06-30,10.0,77.6,1012.4,25.0,17.5,6.5,
2024-07-31,10.0,77.6,1012.4,25.0,17.5,6.5,
2010-01-31,,110.4,965.6,27.3,6.7,2.5,
2010-02-28,,43.6,965.0,28.8,6.8,3.0,
2010-03-31,,144.2,965.4,27.4,6.6,2.0,
2010-04-30,,102.0,966.0,27.1,6.0,2.2,
2010-05-31,,0.0,966.3,27.7,5.5,2.4,
2010-06-30,,17.8,969.3,26.1,6.8,3.2,
2010-07-31,,3.6,969.7,25.2,6.9,3.6,
2010-08-31,,0.0,969.7,25.3,7.6,3.9,
2010-09-30,,0.0,967.8,26.5,7.3,4.0,
2010-10-31,,30.6,965.2,28.7,7.5,3.1,
2010-11-30,,6.2,963.7,29.0,6.9,3.1,
2010-12-31,,161.6,963.3,26.8,6.8,2.0,
2011-01-31,,35.4,964.2,26.8,7.4,2.1,
2011-02-28,,91.2,964.9,27.1,8.1,2.3,
2011-03-31,,274.2,964.8,25.8,8.2,1.5,
2011-04-30,,23.8,965.7,26.9,6.1,2.1,
2011-05-31,,4.2,966.7,26.6,7.4,2.4,
2011-06-30,,1.6,968.3,25.8,6.3,2.6,
2011-07-31,,0.0,968.9,25.3,6.5,3.3,
2011-08-31,,0.0,968.5,26.3,6.7,3.4,
2011-09-30,,0.0,968.5,26.3,6.7,3.4,
2011-10-31,,0.0,968.5,26.3,7.2,3.4,
2011-11-30,,72.4,965.0,26.9,7.1,3.0,
2011-12-31,,20.2,964.6,27.9,6.8,2.9,
2012-01-31,,9.2,965.1,28.2,9.0,3.2,
2012-02-29,,77.8,965.2,27.3,7.6,2.9,
2012-03-31,,16.4,965.3,28.7,8.0,2.7,
2012-04-30,,0.0,965.4,28.9,7.0,2.8,
2012-05-31,,0.0,967.2,27.6,6.9,3.3,
2012-06-30,,0.0,968.8,26.6,6.7,3.2,
2012-07-31,,0.0,969.3,25.6,7.2,3.5,
2012-08-31,,0.2,970.6,25.0,7.2,3.8,
2012-09-30,,0.0,969.1,27.2,7.3,3.7,
2012-10-31,,0.0,965.9,28.6,7.4,3.8,
2012-11-30,,105.8,964.4,27.7,6.7,2.5,
2012-12-31,,21.8,964.9,28.2,8.4,3.0,
2013-01-31,,48.0,966.1,27.7,8.2,3.0,
2013-02-28,,0.0,965.3,29.3,9.4,3.9,
2013-03-31,,77.6,965.8,29.1,10.0,3.4,
2013-04-30,,87.0,966.9,27.5,8.5,3.2,
2013-05-31,,0.0,967.9,27.2,8.9,3.9,
2013-06-30,,0.0,969.0,26.5,8.4,3.9,
2013-07-31,,2.6,970.2,25.7,9.6,4.2,
2013-08-31,,0.0,969.4,25.8,8.9,4.6,
2013-09-30,,0.0,968.5,27.2,9.8,5.1,
2013-10-31,,9.2,967.0,28.2,9.6,5.0,
2013-11-30,,70.2,965.2,27.7,9.9,4.1,
2013-12-31,,219.8,965.7,26.0,8.6,2.6,
2014-01-31,,0.0,966.5,27.7,9.7,3.5,
2014-02-28,,73.0,965.8,27.5,7.8,3.4,
2014-03-31,,76.6,966.4,27.5,7.6,2.9,
2014-04-30,,170.8,967.1,26.6,18.5,2.5,
2014-05-31,,170.8,967.9,26.1,18.0,3.9,
2014-06-30,,170.8,969.2,25.8,7.9,3.7,
2014-07-31,,3.8,971.6,25.2,7.9,4.2,
2014-08-31,,4.8,970.6,25.1,8.6,4.5,
2014-09-30,,4.8,968.7,27.3,8.9,4.6,
2014-10-31,,4.8,967.7,28.1,9.7,5.0,
2014-11-30,,4.8,965.8,28.1,9.4,3.8,
2014-12-31,,4.8,966.9,26.3,8.6,3.1,
2015-01-31,,1.4,967.2,28.0,8.7,3.6,
2015-02-28,,39.2,966.8,27.5,9.3,3.0,
2015-03-31,,27.0,966.4,28.3,10.3,3.0,
2015-04-30,,80.4,966.8,27.8,7.0,2.6,
2015-05-31,,0.6,968.3,27.2,8.9,3.6,
2015-06-30,,0.4,970.5,26.2,8.3,4.2,
2015-07-31,,2.2,970.6,25.8,8.8,4.2,
2015-08-31,,1.6,970.0,26.0,8.4,4.3,
2015-09-30,,0.0,968.0,28.4,9.3,4.2,
2015-10-31,,1.2,967.3,29.3,10.1,4.4,
2015-11-30,,13.4,965.0,30.4,10.6,3.7,
2015-12-31,,0.0,966.6,30.5,10.0,4.1,
2016-01-31,,131.4,967.0,26.3,7.7,2.3,
2016-02-29,,131.4,967.4,27.1,10.2,2.9,
2016-03-31,,5.0,967.3,28.3,6.8,2.6,
2016-04-30,,0.0,966.9,28.2,7.5,3.2,
2016-05-31,,10.4,969.0,27.5,7.2,3.3,
2016-06-30,,0.0,970.6,26.5,8.4,3.7,
2016-07-31,,0.0,970.6,26.5,8.6,3.7,
2016-08-31,,0.0,970.6,26.5,7.8,3.7,
2016-09-30,,0.0,970.6,28.2,8.6,3.7,
2016-10-31,,13.0,966.4,28.9,9.0,4.1,
2016-11-30,,105.2,965.5,28.3,9.4,3.7,
2016-12-31,,10.0,965.7,28.4,8.2,3.4,
2017-01-31,,8.4,965.8,29.7,8.4,3.3,
2017-02-28,,84.2,966.0,27.7,10.7,2.4,
2017-03-31,,50.6,966.1,28.0,6.6,2.0,
2017-04-30,,66.0,966.9,27.8,7.5,2.8,
2017-05-31,,4.0,968.1,27.6,8.0,3.4,
2017-06-30,,4.8,969.7,26.5,8.6,4.0,
2017-07-31,,0.4,972.5,24.5,8.7,4.3,
2017-08-31,,0.0,969.7,26.5,7.8,4.1,
2017-09-30,,0.0,970.5,26.1,9.4,5.2,
2017-10-31,,2.0,966.9,28.8,9.3,4.9,
2017-11-30,,25.2,965.1,28.9,8.5,3.6,
2017-12-31,,22.6,965.2,29.0,8.2,3.3,
2018-01-31,,29.4,965.9,28.4,9.7,3.5,
2018-02-28,,198.2,966.0,26.3,9.2,1.9,
2018-03-31,,250.4,966.3,26.3,5.6,1.9,
2018-04-30,,24.8,967.6,25.8,6.4,2.2,
2018-05-31,,0.0,968.8,26.2,7.3,3.0,
2018-06-30,,0.0,970.5,25.5,7.1,3.6,
2018-07-31,,0.0,970.5,25.3,7.2,3.6,
2018-08-31,,0.0,970.2,26.5,8.3,3.9,
2018-09-30,,0.0,967.3,27.9,9.0,4.3,
2018-10-31,,27.2,966.0,29.2,8.5,3.7,
2018-11-30,,32.8,965.5,28.7,8.4,3.9,
2018-12-31,,145.6,967.3,26.5,7.6,2.6,
2019-01-31,,0.0,967.3,29.1,8.1,3.3,
2019-02-28,,94.8,966.3,28.1,8.4,2.6,
2019-03-31,,103.6,967.0,27.3,7.1,2.6,
2019-04-30,,42.4,967.0,27.6,6.6,2.5,
2019-05-31,,0.8,967.2,28.2,7.2,3.2,
2019-06-30,,0.0,970.4,26.5,8.0,4.1,
2019-07-31,,0.0,970.4,25.9,7.8,4.1,
2019-08-31,,0.0,970.4,25.9,7.8,4.1,
2019-09-30,,0.0,970.4,25.9,8.8,4.1,
2019-10-31,,0.0,966.5,28.9,8.7,4.3,
2019-11-30,,11.2,964.7,29.7,8.8,3.8,
2019-12-31,,57.8,965.1,29.8,9.4,3.7,
2020-01-31,,57.8,966.6,26.8,8.8,2.3,
