Data_Medicao,NUMERO_DE_DIAS_COM_PRECIP_PLUV_MENSAL_AUT_n_mero_,PRECIPITACAO_TOTAL_MENSAL_AUT_mm_,PRESSAO_ATMOSFERICA_MEDIA_MENSAL_AUT_mB_,TEMPERATURA_MEDIA_MENSAL_AUT_C_,VENTO_VELOCIDADE_MAXIMA_MENSAL_AUT_m_s_,VENTO_VELOCIDADE_MEDIA_MENSAL_AUT_m_s_,Unnamed_7
2010-01-31,16.0,100.2,885.9,22.5,6.6,2.2,
2010-02-28,7.0,100.2,885.9,22.5,6.1,2.2,
2010-03-31,19.0,225.6,885.5,22.4,5.5,2.3,
2010-04-30,7.0,217.4,886.7,21.5,5.8,2.2,
2010-05-31,4.0,25.0,886.7,21.4,6.3,2.0,
2010-06-30,0.0,0.0,889.3,19.5,6.6,2.0,
2010-07-31,0.0,0.0,890.0,19.5,7.3,2.0,
2010-08-31,0.0,0.0,889.3,20.7,6.4,2.9,
2010-09-30,0.0,0.0,887.3,23.5,6.3,3.1,
2010-10-31,19.0,168.6,885.4,22.9,6.7,2.2,
2010-11-30,22.0,226.6,884.3,21.1,6.5,2.2,
2010-12-31,24.0,315.0,883.1,21.5,6.9,2.2,
2011-01-31,18.0,120.0,884.2,21.6,8.0,2.7,
2011-02-28,20.0,159.0,885.3,21.7,6.4,2.0,
2011-03-31,24.0,231.2,884.8,21.4,6.0,2.3,
2011-04-30,7.0,59.8,886.7,21.5,5.8,2.5,
2011-05-31,2.0,12.2,887.5,20.1,6.1,2.4,
2011-06-30,2.0,3.8,888.5,19.3,6.5,2.3,
2011-07-31,0.0,0.0,888.8,19.7,7.5,2.7,
2011-08-31,0.0,0.0,888.5,22.2,7.3,2.7,
2011-09-30,2.0,6.4,888.4,23.2,7.1,3.0,
2011-10-31,24.0,251.6,885.3,20.6,6.6,2.4,
2011-11-30,19.0,320.8,885.0,20.7,6.7,2.6,
2011-12-31,24.0,293.8,884.8,20.8,7.7,2.4,
2012-01-31,25.0,248.8,885.6,20.3,7.3,2.3,
2012-02-29,14.0,104.8,885.9,21.3,6.1,2.3,
2012-03-31,17.0,182.6,886.4,21.7,5.5,2.1,
2012-04-30,10.0,110.0,886.4,22.1,5.6,2.1,
2012-05-31,9.0,40.2,888.3,19.4,5.9,2.5,
2012-06-30,2.0,2.4,889.1,20.2,5.5,2.3,
2012-07-31,1.0,0.2,889.2,19.7,7.4,2.5,
2012-08-31,1.0,0.0,890.4,19.7,7.0,3.5,
2012-09-30,3.0,30.8,888.5,23.5,5.9,2.7,
2012-10-31,9.0,98.8,885.8,23.7,6.3,2.6,
2012-11-30,22.0,356.2,884.4,21.3,6.6,2.3,
2012-12-31,20.0,132.8,885.1,22.5,6.1,2.1,
2013-01-31,24.0,440.4,885.6,21.1,10.4,2.3,
2013-02-28,9.0,168.6,885.8,22.7,5.5,2.2,
2013-03-31,16.0,169.0,886.2,22.2,5.6,2.2,
2013-04-30,15.0,89.2,887.2,20.8,6.3,2.1,
2013-05-31,3.0,20.8,888.0,20.6,5.3,2.3,
2013-06-30,2.0,6.0,888.9,20.0,6.1,2.3,
2013-07-31,0.0,0.0,889.6,19.6,6.0,2.5,
2013-08-31,0.0,0.0,888.7,21.0,5.9,2.8,
2013-09-30,5.0,58.6,887.7,22.4,6.7,3.0,
2013-10-31,15.0,84.4,886.6,21.9,5.8,2.5,
2013-11-30,19.0,236.6,884.8,21.7,6.0,2.3,
2013-12-31,28.0,321.4,884.2,21.2,7.3,2.4,
2014-01-31,10.0,135.8,886.8,22.1,6.7,2.4,
2014-02-28,12.0,124.6,885.9,21.8,5.7,2.4,
2014-03-31,23.0,303.6,886.5,21.2,8.4,2.1,
2014-04-30,16.0,218.0,887.0,21.4,5.8,2.0,
2014-05-31,1.0,2.4,887.8,20.3,5.3,2.0,
2014-06-30,2.0,7.6,889.1,19.4,5.2,1.8,
2014-07-31,2.0,7.0,890.8,19.0,4.9,2.0,
2014-08-31,0.0,0.0,889.4,21.2,6.4,2.2,
2014-09-30,1.0,14.4,887.6,23.8,6.4,2.7,
2014-10-31,11.0,160.0,886.9,23.4,7.1,2.6,
2014-11-30,24.0,172.8,885.4,21.8,5.9,2.1,
2014-12-31,25.0,328.6,886.0,21.1,6.3,2.4,
2015-01-31,9.0,81.2,887.0,23.0,7.2,2.1,
2015-02-28,14.0,115.4,886.6,21.8,7.2,2.5,
2015-03-31,24.0,280.6,886.6,20.8,5.5,1.8,
2015-04-30,24.0,192.0,887.0,21.5,4.8,1.8,
2015-05-31,9.0,43.8,888.6,19.8,4.9,2.3,
2015-06-30,0.0,0.0,890.3,19.2,6.7,2.5,
2015-07-31,2.0,0.8,889.8,20.0,5.6,2.4,
2015-08-31,0.0,0.0,889.1,21.3,6.4,2.8,
2015-09-30,7.0,19.0,887.0,24.4,6.5,2.3,
2015-10-31,7.0,43.0,886.6,25.5,6.5,2.4,
2015-11-30,18.0,143.6,885.3,23.5,8.5,2.2,
2015-12-31,21.0,153.2,886.9,23.0,5.8,2.1,
2016-01-31,27.0,345.0,885.4,21.3,5.6,2.5,
2016-02-29,10.0,75.2,887.4,23.1,6.7,2.1,
2016-03-31,16.0,130.2,888.0,22.6,5.1,2.2,
2016-04-30,2.0,9.8,887.7,22.9,6.1,2.3,
2016-05-31,3.0,3.2,889.4,21.7,5.0,2.1,
2016-06-30,0.0,0.0,890.5,20.1,6.2,2.4,
2016-07-31,0.0,0.0,890.0,20.6,6.2,2.4,
2016-08-31,4.0,17.4,889.1,21.7,6.5,2.4,
2016-09-30,4.0,52.8,888.1,23.8,6.2,2.6,
2016-10-31,12.0,87.6,886.2,23.2,7.6,2.4,
2016-11-30,20.0,248.4,885.6,21.6,5.9,2.4,
2016-12-31,16.0,171.2,886.1,22.0,7.7,2.5,
2017-01-31,15.0,143.8,886.5,22.3,7.3,1.9,
2017-02-28,19.0,242.6,886.4,21.3,6.3,2.2,
2017-03-31,16.0,178.0,886.6,22.1,7.3,1.8,
2017-04-30,7.0,25.4,887.4,22.4,5.2,2.2,
2017-05-31,10.0,64.2,888.4,20.9,5.8,2.1,
2017-06-30,0.0,0.0,889.8,19.7,6.1,2.5,
2017-07-31,0.0,0.0,892.2,17.6,7.7,3.3,
2017-08-31,0.0,0.0,888.8,21.8,6.7,2.4,
2017-09-30,1.0,10.0,889.5,21.9,6.8,3.2,
2017-10-31,7.0,36.0,886.3,24.6,6.2,2.7,
2017-11-30,20.0,328.8,885.1,21.5,9.1,2.3,
2017-12-31,22.0,263.0,885.3,21.4,5.9,2.1,
2018-01-31,15.0,149.4,886.3,21.9,5.9,2.2,
2018-02-28,19.0,265.0,885.6,21.5,7.1,2.3,
2018-03-31,19.0,226.6,886.2,22.0,5.5,2.0,
2018-04-30,15.0,216.8,888.1,20.5,6.1,2.4,
2018-05-31,2.0,9.6,889.2,19.7,5.4,2.3,
2018-06-30,0.0,0.0,890.3,19.4,5.6,2.1,
2018-07-31,0.0,0.0,890.1,19.3,5.7,2.3,
2018-08-31,5.0,23.0,889.5,21.6,6.3,2.3,
2018-09-30,5.0,39.6,886.8,23.3,4.7,2.2,
2018-10-31,13.0,263.6,886.1,23.1,6.3,2.0,
2018-11-30,24.0,308.6,885.8,20.9,5.0,2.1,
2018-12-31,14.0,166.4,886.8,21.7,5.5,2.2,
2019-01-31,7.0,77.6,887.9,22.9,6.6,2.2,
2019-02-28,17.0,149.0,886.6,22.3,7.1,2.0,
2019-03-31,22.0,267.6,887.3,21.7,5.7,2.0,
2019-04-30,19.0,319.4,887.4,21.6,5.3,1.6,
2019-05-31,4.0,68.4,888.1,21.2,4.6,1.9,
2019-06-30,1.0,8.0,890.6,19.4,6.0,2.4,
2019-07-31,0.0,0.0,890.2,18.9,6.2,2.5,
2019-08-31,0.0,0.0,890.8,21.4,6.6,2.7,
2019-09-30,3.0,10.2,888.1,24.5,6.4,2.7,
2019-10-31,12.0,22.8,886.3,24.4,5.5,2.3,
2019-11-30,18.0,208.0,885.2,22.8,7.3,2.0,
2019-12-31,17.0,263.0,885.9,22.4,4.9,2.1,
2020-01-31,20.0,319.4,885.8,22.2,6.2,2.4,
2020-02-29,21.0,189.0,886.9,21.8,6.8,1.9,
2020-03-31,17.0,288.0,886.7,21.6,5.0,2.1,
2020-04-30,14.0,179.8,888.1,21.3,5.0,2.0,
2020-05-31,4.0,29.2,889.3,19.2,4.6,1.9,
2020-06-30,0.0,0.0,889.9,19.2,7.1,2.3,
2020-07-31,0.0,0.0,889.7,19.3,6.7,2.5,
2020-08-31,0.0,0.0,889.3,20.4,5.7,2.8,
2020-09-30,2.0,29.8,888.3,23.6,5.5,2.5,
2020-10-31,12.0,165.6,886.1,23.7,6.1,2.3,
2020-11-30,19.0,229.6,886.0,21.6,5.3,2.2,
2020-12-31,16.0,154.6,885.8,22.4,6.5,2.0,
2021-01-31,13.0,261.6,886.0,22.3,7.0,2.0,
2021-02-28,24.0,536.2,885.2,20.9,6.6,2.0,
2021-03-31,9.0,164.0,886.6,21.7,6.1,2.0,
2021-04-30,12.0,121.8,887.1,20.7,6.1,2.0,
2021-05-31,1.0,4.0,888.8,19.9,5.0,1.8,
2021-06-30,1.0,29.6,889.4,19.3,6.2,2.0,
2021-07-31,0.0,0.0,890.5,18.4,5.3,2.1,
2021-08-31,1.0,2.8,889.6,20.9,6.2,2.6,
2021-09-30,3.0,12.6,887.6,24.9,5.8,2.2,
2021-10-31,12.0,148.2,886.2,23.2,5.6,2.2,
2021-11-30,22.0,349.8,885.1,21.3,6.4,2.1,
2021-12-31,25.0,387.4,884.2,21.2,6.5,2.1,
2022-01-31,16.0,138.0,885.8,21.5,6.0,2.5,
2022-02-28,21.0,236.6,886.1,21.3,5.2,2.1,
2022-03-31,11.0,121.6,886.4,22.2,8.1,2.0,
2022-04-30,3.0,23.4,887.0,22.3,5.1,2.1,
2022-05-31,1.0,14.6,888.6,19.6,5.6,2.1,
2022-06-30,0.0,0.0,888.8,19.5,4.8,2.0,
2022-07-31,0.0,0.0,889.8,19.4,6.4,2.4,
2022-08-31,0.0,0.0,889.1,21.1,6.6,2.5,
2022-09-30,4.0,40.4,887.6,22.9,5.4,2.4,
2022-10-31,6.0,21.4,886.5,23.7,5.6,2.4,
2022-11-30,21.0,442.4,885.3,20.7,5.5,2.1,
2022-12-31,22.0,322.6,884.9,20.8,5.3,2.2,
2023-01-31,23.0,191.4,886.4,21.0,7.2,2.1,
2023-02-28,10.0,55.0,886.8,22.7,5.3,1.9,
2023-03-31,16.0,135.2,887.2,21.6,5.5,1.8,
2023-04-30,14.0,160.6,886.9,21.0,7.7,2.0,
2023-05-31,2.0,28.4,888.7,20.0,4.6,1.8,
2023-06-30,3.0,2.2,890.3,19.3,4.8,2.0,
2023-07-31,0.0,0.0,890.4,19.7,6.3,2.1,
2023-08-31,4.0,21.0,888.8,21.8,6.1,2.2,
2023-09-30,4.0,46.6,887.8,24.4,5.9,2.2,
2023-10-31,13.0,102.4,886.3,24.5,5.5,2.0,
2023-11-30,13.0,128.0,885.9,24.3,6.4,2.1,
2023-12-31,16.0,125.8,886.0,23.3,5.0,2.0,
2024-01-31,21.0,318.4,886.2,22.1,5.4,1.9,
2024-02-29,15.0,106.8,887.5,22.2,5.5,2.1,
2024-03-31,18.0,117.4,887.1,22.8,4.7,1.7,
2024-04-30,10.0,130.4,887.4,22.6,4.9,2.0,
2024-05-31,0.0,0.0,888.8,21.3,5.4,2.1,
2024-06-30,0.0,0.0,890.1,19.6,5.0,2.1,
2024-07-31,0.0,0.0,890.1,19.6,5.2,2.1,
2010-01-31,21.0,265.4,1009.0,27.6,6.2,2.6,
2010-02-28,15.0,452.4,1008.1,28.0,6.8,2.9,
2010-03-31,20.0,237.6,1008.9,28.3,5.8,2.4,
2010-04-30,27.0,480.0,1009.0,27.4,5.8,1.6,
2010-05-31,27.0,252.4,1009.3,28.0,7.7,1.7,
2010-06-30,18.0,231.0,1011.2,27.7,5.4,1.7,
2010-07-31,23.0,117.0,1010.8,27.9,6.2,2.2,
2010-08-31,19.0,210.4,1010.8,28.0,5.4,2.5,
2010-09-30,3.0,49.0,1009.5,28.5,6.4,3.3,
2010-10-31,4.0,20.4,1009.0,28.7,5.4,2.8,
2010-11-30,9.0,89.6,1007.5,28.7,6.2,2.8,
2010-12-31,14.0,89.0,1007.0,27.9,5.3,2.2,
2011-01-31,27.0,679.2,1008.0,26.2,6.3,1.7,
2011-02-28,23.0,491.6,1008.9,26.3,5.7,1.5,
2011-03-31,25.0,549.6,1008.7,26.5,6.2,1.5,
2011-04-30,26.0,541.2,1009.3,26.2,5.0,1.2,
2011-05-31,30.0,334.0,1009.2,27.0,4.6,0.7,
2011-06-30,17.0,75.4,1010.5,27.6,5.0,0.9,
2011-07-31,13.0,23.0,1010.6,27.4,5.8,0.5,
2011-08-31,8.0,9.0,1011.0,28.0,6.4,2.3,
2011-09-30,2.0,9.0,1011.0,28.2,5.1,2.3,
2011-10-31,2.0,9.0,1011.0,28.2,5.1,2.3,
2011-11-30,2.0,9.0,1011.0,28.2,5.1,2.3,
2011-12-31,2.0,9.0,1011.0,28.2,5.1,2.3,
2012-01-31,2.0,9.0,1011.0,28.2,5.1,2.3,
2012-02-29,21.0,9.0,1008.9,26.2,4.9,0.6,
2012-03-31,30.0,874.6,1009.6,26.3,4.3,0.4,
2012-04-30,29.0,465.6,1009.2,27.1,5.0,0.5,
2012-05-31,19.0,168.8,1010.1,27.9,6.5,0.9,
2012-06-30,17.0,145.0,1011.5,27.6,4.6,0.7,
2012-07-31,15.0,93.8,1011.0,27.7,3.8,0.7,
2012-08-31,10.0,130.4,1011.6,27.8,5.2,0.8,
2012-09-30,3.0,15.2,1011.6,28.1,4.7,1.1,
2012-10-31,0.0,0.0,1009.1,28.2,5.3,1.1,
2012-11-30,1.0,0.2,1008.5,28.4,4.4,0.7,
2012-12-31,6.0,65.4,1008.2,28.5,4.1,0.5,
2013-01-31,26.0,357.4,1009.5,27.6,3.3,0.2,
2013-02-28,22.0,260.2,1008.5,27.4,4.3,0.1,
2013-03-31,29.0,570.4,1009.4,27.4,6.1,1.7,
2013-04-30,29.0,548.8,1009.9,27.0,4.6,1.7,
2013-05-31,25.0,353.6,1010.3,27.3,5.0,1.8,
2013-06-30,17.0,101.8,1010.8,27.9,5.3,2.3,
2013-07-31,26.0,265.0,1011.8,27.0,5.7,2.1,
2013-08-31,16.0,134.4,1010.5,27.9,6.6,2.8,
2013-09-30,7.0,59.2,1010.3,28.3,6.6,3.2,
2013-10-31,3.0,8.6,1009.7,28.5,5.4,3.3,
2013-11-30,7.0,20.0,1008.1,28.3,5.2,3.1,
2013-12-31,5.0,44.2,1008.8,28.5,5.7,3.2,
2014-01-31,22.0,288.8,1009.7,27.0,6.1,2.4,
2014-02-28,26.0,785.8,1008.9,26.2,6.7,1.9,
2014-03-31,31.0,677.6,1009.7,26.2,6.1,2.0,
2014-04-30,26.0,779.2,1010.1,26.5,5.9,1.8,
2014-05-31,29.0,570.2,1010.2,26.7,5.4,1.5,
2014-06-30,24.0,285.8,1010.7,27.6,6.0,2.4,
2014-07-31,20.0,253.4,1012.7,27.5,6.1,1.2,
2014-08-31,15.0,68.2,1011.6,27.8,9.3,2.9,
2014-09-30,4.0,8.2,1011.0,28.2,5.4,3.3,
2014-10-31,5.0,42.8,1009.9,28.4,5.5,3.2,
2014-11-30,0.0,0.0,1009.0,28.4,5.6,3.3,
2014-12-31,4.0,10.6,1009.3,28.5,5.9,3.5,
2015-01-31,15.0,120.4,1010.3,27.9,5.4,2.9,
2015-02-28,21.0,334.6,1010.0,27.0,5.5,2.4,
2015-03-31,30.0,662.6,1010.0,26.2,7.1,1.7,
2015-04-30,26.0,523.0,1010.3,26.4,7.4,1.9,
2015-05-31,29.0,239.8,1010.5,27.4,6.0,2.2,
2015-06-30,18.0,156.4,1011.8,27.7,6.3,2.5,
2015-07-31,21.0,186.2,1011.6,27.6,6.0,2.9,
2015-08-31,10.0,186.2,1011.1,27.9,5.7,3.2,
2015-09-30,10.0,186.2,1011.1,27.9,5.7,3.2,
2015-10-31,1.0,186.2,1011.1,28.5,6.0,3.2,
2015-11-30,2.0,7.4,1008.9,28.7,5.9,3.5,
2015-12-31,6.0,8.6,1010.1,28.9,6.6,3.5,
2016-01-31,22.0,209.2,1010.1,27.8,6.2,2.8,
2016-02-29,26.0,499.0,1009.8,27.2,7.7,2.4,
2016-03-31,30.0,655.0,1010.6,27.1,5.5,2.0,
2016-04-30,23.0,457.2,1009.4,27.5,6.9,2.1,
2016-05-31,1.0,457.2,1009.4,27.5,6.9,2.1,
2016-06-30,2.0,457.2,1009.4,27.5,6.9,2.1,
2016-07-31,19.0,109.6,1011.7,27.9,6.2,2.5,
2016-08-31,6.0,62.2,1011.5,28.2,5.3,3.0,
2016-09-30,2.0,2.2,1011.2,28.4,5.4,3.2,
2016-10-31,7.0,19.8,1009.2,28.5,5.6,3.2,
2016-11-30,1.0,0.6,1008.3,28.8,5.9,3.4,
2016-12-31,13.0,209.8,1008.8,28.1,5.7,2.7,
2017-01-31,29.0,395.8,1009.6,26.6,6.5,2.0,
2017-02-28,11.0,395.8,1009.6,26.6,5.1,2.0,
2017-03-31,11.0,395.8,1009.6,26.6,5.4,2.0,
2017-04-30,13.0,395.8,1009.6,26.6,5.4,2.0,
2017-05-31,15.0,395.8,1009.6,27.9,6.3,2.0,
2017-06-30,1.0,395.8,1009.6,27.9,7.9,2.0,
2017-07-31,1.0,395.8,1009.6,27.9,6.1,2.0,
2017-08-31,1.0,395.8,1011.2,28.4,5.7,3.2,
2017-09-30,1.0,395.8,1011.2,28.5,5.9,3.2,
2017-10-31,2.0,395.8,1011.2,28.6,5.7,3.2,
2017-11-30,1.0,0.8,1008.4,28.6,5.9,3.4,
2017-12-31,13.0,201.4,1008.7,27.9,6.2,2.9,
2018-01-31,18.0,79.6,1009.3,26.8,7.6,2.4,
2018-02-28,20.0,218.0,1009.6,25.8,5.7,1.6,
2018-03-31,25.0,268.4,1009.5,26.9,5.6,2.3,
2018-04-30,28.0,314.6,1010.5,26.2,5.9,1.5,
2018-05-31,27.0,223.6,1011.0,26.6,5.6,1.7,
2018-06-30,22.0,49.4,1011.7,27.6,5.6,2.5,
2018-07-31,18.0,113.8,1011.7,27.5,5.5,2.6,
2018-08-31,8.0,65.8,1012.3,27.7,5.2,2.9,
2018-09-30,4.0,1.8,1009.8,28.4,5.8,3.3,
2018-10-31,1.0,4.2,1009.4,28.6,5.8,3.2,
2018-11-30,5.0,41.6,1008.5,28.8,5.4,3.3,
2018-12-31,11.0,41.6,1010.3,26.5,5.1,1.8,
2019-01-31,21.0,153.0,1010.7,26.7,7.1,2.1,
2019-02-28,27.0,373.0,1010.1,26.0,5.4,1.8,
2019-03-31,27.0,447.2,1010.8,25.7,5.1,1.6,
2019-04-30,27.0,275.6,1010.4,26.1,4.7,1.7,
2019-05-31,24.0,135.4,1009.9,27.1,5.0,2.1,
2019-06-30,24.0,135.4,1011.6,27.6,5.3,2.5,
2019-07-31,14.0,35.8,1011.7,27.5,5.5,2.6,
2019-08-31,14.0,30.8,1012.4,27.8,8.1,3.0,
2019-09-30,5.0,6.6,1010.9,28.1,6.3,3.4,
2019-10-31,2.0,4.4,1009.4,28.3,5.9,3.4,
2019-11-30,6.0,52.0,1008.2,28.4,6.0,3.1,
2019-12-31,6.0,52.0,1008.5,28.4,5.6,3.4,
2020-01-31,20.0,220.4,1010.3,26.1,6.3,1.7,
2020-02-29,19.0,220.4,1010.3,25.8,5.8,1.7,
2020-03-31,19.0,220.4,1010.3,25.8,5.8,1.7,
2020-04-30,19.0,220.4,1010.3,25.8,5.8,1.7,
2020-05-31,19.0,220.4,1010.3,25.8,5.8,1.7,
2020-06-30,19.0,220.4,1010.3,25.8,5.8,1.7,
2020-07-31,19.0,220.4,1010.3,25.8,5.8,1.7,
2020-08-31,19.0,220.4,1010.3,25.8,5.8,1.7,
2020-09-30,19.0,220.4,1010.3,25.8,5.8,1.7,
2020-10-31,19.0,220.4,1010.3,25.8,5.8,1.7,
2020-11-30,19.0,220.4,1010.3,25.8,5.8,1.7,
2020-12-31,19.0,220.4,1010.3,25.8,5.8,1.7,
2021-01-31,19.0,220.4,1010.3,25.8,5.8,1.7,
2021-02-28,19.0,220.4,1010.3,25.8,5.8,1.7,
2021-03-31,19.0,220.4,1010.3,25.8,5.8,1.7,
2021-04-30,19.0,220.4,1010.3,25.8,5.8,1.7,
2021-05-31,19.0,220.4,1010.3,25.8,5.8,1.7,
2021-06-30,19.0,220.4,1010.3,25.8,5.8,1.7,
2021-07-31,19.0,220.4,1010.3,25.8,5.8,1.7,
2021-08-31,19.0,220.4,1010.3,25.8,5.8,1.7,
2021-09-30,19.0,220.4,1010.3,25.8,5.8,1.7,
2021-10-31,19.0,220.4,1010.3,25.8,5.8,1.7,
2021-11-30,19.0,220.4,1010.3,25.8,5.8,1.7,
2021-12-31,19.0,220.4,1010.3,25.8,5.8,1.7,
2022-01-31,19.0,220.4,1010.3,25.8,5.8,1.7,
2022-02-28,19.0,220.4,1010.3,25.8,5.8,1.7,
2022-03-31,19.0,220.4,1010.3,25.8,5.8,1.7,
2022-04-30,19.0,220.4,1010.3,25.8,5.8,1.7,
2022-05-31,19.0,220.4,1010.3,25.8,5.8,1.7,
2022-06-30,19.0,220.4,1010.3,25.8,5.8,1.7,
2022-07-31,19.0,220.4,1010.3,25.8,5.8,1.7,
2022-08-31,19.0,220.4,1010.3,25.8,5.8,1.7,
2022-09-30,19.0,220.4,1010.3,25.8,5.8,1.7,
2022-10-31,19.0,220.4,1010.3,25.8,5.8,1.7,
2022-11-30,19.0,220.4,1010.3,25.8,5.8,1.7,
2022-12-31,19.0,220.4,1010.3,25.8,5.8,1.7,
2023-01-31,19.0,220.4,1010.3,25.8,5.8,1.7,
2023-02-28,19.0,220.4,1010.3,25.8,5.8,1.7,
2023-03-31,19.0,220.4,1010.3,25.8,5.8,1.7,
2023-04-30,19.0,220.4,1010.3,25.8,5.8,1.7,
2023-05-31,19.0,220.4,1010.3,25.8,5.8,1.7,
2023-06-30,19.0,220.4,1010.3,25.8,5.8,1.7,
2023-07-31,19.0,220.4,1010.3,25.8,5.8,1.7,
2023-08-31,19.0,220.4,1010.3,25.8,5.8,1.7,
2023-09-30,19.0,220.4,1010.3,25.8,5.8,1.7,
2023-10-31,19.0,220.4,1010.3,25.8,5.8,1.7,
2023-11-30,19.0,220.4,1010.3,25.8,5.8,1.7,
2023-12-31,19.0,220.4,1010.3,25.8,5.8,1.7,
2024-01-31,19.0,220.4,1010.3,25.8,5.8,1.7,
2024-02-29,19.0,220.4,1010.3,25.8,5.8,1.7,
2024-03-31,24.0,220.4,1009.9,25.5,5.2,1.8,
2024-04-30,26.0,619.4,1009.4,26.1,4.6,1.7,
2024-05-31,27.0,232.4,1009.7,26.6,7.0,2.0,
2024-06-30,20.0,184.0,1010.9,26.8,6.8,2.5,
2024-07-31,8.0,184.0,1010.9,26.8,5.1,2.5,
2010-01-31,10.0,24.0,985.8,25.6,6.7,2.8,
2010-02-28,14.0,85.2,985.5,26.0,6.8,2.6,
2010-03-31,8.0,28.0,985.0,26.7,6.8,2.6,
2010-04-30,20.0,131.6,985.6,25.8,5.9,1.8,
2010-05-31,21.0,72.6,986.5,24.7,5.9,1.6,
2010-06-30,29.0,263.4,989.2,23.4,5.9,1.9,
2010-07-31,28.0,187.2,989.7,22.3,7.3,2.0,
2010-08-31,27.0,79.4,990.6,21.8,6.5,2.0,
2010-09-30,25.0,94.2,989.1,22.4,7.0,2.5,
2010-10-31,9.0,93.2,986.4,24.6,7.1,2.8,
2010-11-30,3.0,1.2,984.9,25.3,7.9,3.6,
2010-12-31,3.0,10.8,983.4,26.1,7.0,3.3,
2011-01-31,12.0,71.0,984.2,25.5,6.7,2.7,
2011-02-28,7.0,28.2,984.8,25.8,7.2,2.7,
2011-03-31,2.0,3.6,984.1,27.0,6.7,2.7,
2011-04-30,23.0,222.4,985.3,25.2,6.3,2.0,
2011-05-31,24.0,172.4,986.7,23.7,6.2,1.8,
2011-06-30,22.0,90.6,988.6,22.9,5.2,1.5,
2011-07-31,29.0,200.2,989.3,21.8,6.5,1.7,
2011-08-31,22.0,85.2,989.8,22.1,6.9,1.9,
2011-09-30,23.0,150.0,990.4,22.2,6.1,2.2,
2011-10-31,14.0,8.2,985.9,24.3,6.8,2.8,
2011-11-30,13.0,68.4,985.8,24.5,7.0,3.1,
2011-12-31,2.0,0.8,985.4,25.7,7.6,3.5,
2012-01-31,4.0,15.0,986.0,25.4,7.3,3.2,
2012-02-29,11.0,139.0,985.8,25.2,7.3,2.9,
2012-03-31,7.0,11.6,986.3,25.3,6.9,2.8,
2012-04-30,11.0,24.4,986.3,25.0,6.2,2.3,
2012-05-31,13.0,46.2,987.9,24.5,7.3,2.3,
2012-06-30,19.0,74.0,989.5,23.2,6.5,2.0,
2012-07-31,21.0,150.0,990.0,22.0,6.8,1.9,
2012-08-31,28.0,138.4,991.4,21.6,6.9,2.1,
2012-09-30,20.0,36.2,990.6,22.6,7.1,2.5,
2012-10-31,17.0,33.4,987.8,23.7,7.0,3.1,
2012-11-30,2.0,1.6,985.0,25.8,8.0,3.9,
2012-12-31,5.0,3.4,985.2,26.0,7.2,3.6,
2013-01-31,6.0,7.6,985.8,26.6,7.8,3.8,
2013-02-28,5.0,8.0,985.7,26.6,7.4,3.4,
2013-03-31,3.0,17.6,985.8,26.7,7.1,3.2,
2013-04-30,13.0,182.6,986.2,26.0,6.6,2.6,
2013-05-31,22.0,138.8,987.5,24.4,6.5,1.7,
2013-06-30,17.0,80.4,988.6,23.5,6.1,1.6,
2013-07-31,26.0,139.4,989.9,22.5,6.0,1.7,
2013-08-31,29.0,97.8,989.6,22.2,6.8,1.9,
2013-09-30,19.0,30.4,989.3,23.2,6.6,2.5,
2013-10-31,12.0,128.8,987.9,24.0,8.3,3.0,
2013-11-30,11.0,38.0,985.7,24.5,6.9,3.2,
2013-12-31,6.0,89.6,985.1,25.9,6.9,3.6,
2014-01-31,7.0,14.2,986.6,25.4,7.1,2.9,
2014-02-28,9.0,27.2,985.5,25.7,6.7,2.7,
2014-03-31,9.0,17.0,986.0,26.2,6.4,2.8,
2014-04-30,19.0,128.4,986.2,25.9,6.4,2.2,
2014-05-31,24.0,198.2,987.2,24.0,6.5,1.6,
2014-06-30,26.0,116.8,989.1,23.2,6.6,1.8,
2014-07-31,29.0,174.4,991.4,22.3,6.7,1.9,
2014-08-31,24.0,103.6,990.8,22.1,7.0,2.0,
2014-09-30,16.0,63.6,989.6,23.0,7.5,2.5,
2014-10-31,19.0,150.0,988.6,23.6,6.7,2.9,
2014-11-30,8.0,16.0,986.1,25.1,6.9,3.1,
2014-12-31,5.0,6.4,986.7,25.4,6.8,3.2,
2015-01-31,6.0,4.2,987.4,26.0,6.6,3.3,
2015-02-28,8.0,25.6,986.5,26.1,7.1,3.0,
2015-03-31,8.0,81.2,986.1,26.3,6.8,2.8,
2015-04-30,4.0,13.6,986.0,26.9,6.6,2.6,
2015-05-31,21.0,58.6,987.7,25.4,7.7,2.2,
2015-06-30,29.0,200.8,989.9,23.4,5.8,1.8,
2015-07-31,27.0,156.8,990.4,22.8,7.1,1.9,
2015-08-31,15.0,50.6,990.5,22.5,6.2,2.1,
2015-09-30,12.0,29.2,989.1,23.9,6.7,2.7,
2015-10-31,9.0,27.8,988.4,24.6,7.3,3.2,
2015-11-30,2.0,4.8,985.7,26.3,7.2,3.9,
2015-12-31,10.0,50.4,987.3,26.0,7.6,3.2,
2016-01-31,11.0,38.2,985.9,26.6,6.9,3.0,
2016-02-29,8.0,18.0,986.9,26.5,6.6,2.7,
